Piece,Label SD,SD,Clave_?,Section,Isochronous.SD.Time,Clave,Bass ,Guitar,Tres,Bongo,Bell,Cajon,Conga,Trumpet,Cl_Dens,Bs_Dens,Gt_Dens,Tr_Dens,Bn_Dens,Bl_Dens,Cj_Dens,Cn_Dens,Tm_Dens
Song_2,77|13,13,5,Montuno,274.444,274.448535,274.392248,274.451876,274.426171,274.423529,,,,,2,1.5,4.5,4,3,,,,
Song_2,77|14,14,N,Montuno,274.662,,,,,274.653856,,,,,,,,,3,,,,
Song_2,77|15,15,N,Montuno,274.88,,274.858707,274.88447,274.885647,,,,,,,1.5,4,4,,,,,
Song_2,77|16,16,N,Montuno,275.098,,,275.146958,,275.098358,,,,,,,3.5,,3,,,,
Song_2,78|1,1,1,Montuno,275.316,275.317335,,275.338541,275.328604,,,,,,1.5,,4,3.5,,,,,
Song_2,78|2,2,N,Montuno,275.5366875,,,275.561431,,,,,,,,,4,,,,,,
Song_2,78|3,3,N,Montuno,275.757375,,,275.788668,275.742911,275.7552,,,,,,,4.5,3,3,,,,
Song_2,78|4,4,2,Montuno,275.9780625,275.988695,275.994153,275.99047,,275.973948,,,,,2,1.5,4.5,,3.5,,,,
Song_2,78|5,5,N,Montuno,276.19875,,276.206139,276.207751,276.186784,,,,,,,2,4.5,2.5,,,,,
Song_2,78|6,6,N,Montuno,276.4194375,,,276.419952,276.400973,276.446917,,,,,,,4.5,3,2.5,,,,
Song_2,78|7,7,3,Montuno,276.640125,276.643703,276.642872,276.634648,276.610164,276.636188,,,,,1.5,2,4.5,3,3.5,,,,
Song_2,78|8,8,N,Montuno,276.8608125,,,276.864309,,276.861706,,,,,,,5,,3.5,,,,
Song_2,78|9,9,N,Montuno,277.0815,,,277.085099,,277.086229,,,,,,,5,,4,,,,
Song_2,78|10,10,N,Montuno,277.3021875,,,277.301367,277.311936,277.288899,,,,,,,5,3,4,,,,
Song_2,78|11,11,4,Montuno,277.522875,277.522816,,277.539068,277.537953,277.50156,,,,,1.5,,5,3,4.5,,,,
Song_2,78|12,12,N,Montuno,277.7435625,,,277.766849,277.749587,277.717781,,,,,,,5,3,5,,,,
Song_2,78|13,13,5,Montuno,277.96425,277.974116,277.931862,277.985927,277.967005,277.956603,,,,,2,2,5,3.5,5,,,,
Song_2,78|14,14,N,Montuno,278.1849375,,,,278.177534,278.178013,,,,,,,,4,5,,,,
Song_2,78|15,15,N,Montuno,278.405625,,278.383635,278.405241,278.400966,,,,,,,1.5,4.5,4,,,,,
Song_2,78|16,16,N,Montuno,278.6263125,,,278.643722,278.616684,278.604432,,,,,,,4,3.5,4.5,,,,
Song_2,79|1,1,1,Montuno,278.847,278.851639,,278.85096,278.834657,,,,,,1.5,,4.5,4,,,,,
Song_2,79|2,2,N,Montuno,279.06675,,279.062358,279.055301,279.041512,,,,,,,1.5,4.5,4.5,,,,,
Song_2,79|3,3,N,Montuno,279.2865,,279.242312,279.281544,279.2734,279.294653,,,,,,2,4.5,5,3,,,,
Song_2,79|4,4,2,Montuno,279.50625,279.500432,279.48949,279.533004,279.499908,279.514022,,,,,2,2.5,4.5,5,3,,,,
Song_2,79|5,5,N,Montuno,279.726,,,279.728135,279.724666,279.740048,,,,,,,4.5,5,3,,,,
Song_2,79|6,6,N,Montuno,279.94575,,,279.926155,279.926004,279.934563,,,,,,,4.5,5,3.5,,,,
Song_2,79|7,7,3,Montuno,280.1655,280.153033,280.168341,280.147661,280.150798,,,,,,1.5,2.5,4.5,5,,,,,
Song_2,79|8,8,N,Montuno,280.38525,,,280.378371,280.368749,280.379658,,,,,,,5,5,3,,,,
Song_2,79|9,9,N,Montuno,280.605,,,,280.594238,,,,,,,,,5,,,,,
Song_2,79|10,10,N,Montuno,280.82475,,,280.807532,280.803641,280.804333,,,,,,,4.5,5,3.5,,,,
Song_2,79|11,11,4,Montuno,281.0445,281.041975,,281.024328,281.010181,281.034898,,,,,1.5,,4.5,5,4,,,,
Song_2,79|12,12,N,Montuno,281.26425,,,281.267423,,281.254432,,,,,,,4.5,,4.5,,,,
Song_2,79|13,13,5,Montuno,281.484,281.497985,281.470774,281.48105,281.455212,281.463203,,,,,2,1.5,4.5,4.5,4.5,,,,
Song_2,79|14,14,N,Montuno,281.70375,,,,,,,,,,,,,,,,,,
Song_2,79|15,15,N,Montuno,281.9235,,281.929303,281.927665,281.909536,281.913251,,,,,,1.5,3.5,4,4,,,,
Song_2,79|16,16,N,Montuno,282.14325,,,282.167944,,282.152074,,,,,,,3.5,,4,,,,
Song_2,80|1,1,1,Montuno,282.363,282.364192,,282.391154,282.363271,,,,,,1.5,,3.5,3.5,,,,,
Song_2,80|2,2,N,Montuno,282.5837813,,,282.56622,,282.599175,,,,,,,4,,4,,,,
Song_2,80|3,3,N,Montuno,282.8045625,,,282.825665,282.828533,282.807628,,,,,,,4,2.5,3.5,,,,
Song_2,80|4,4,2,Montuno,283.0253438,283.022712,,283.06629,,283.022516,,,,,2,,4,,4,,,,
Song_2,80|5,5,N,Montuno,283.246125,,283.240697,283.268849,283.250332,,,,,,,1.5,4,2.5,,,,,
Song_2,80|6,6,N,Montuno,283.4669063,,,283.476581,283.477204,283.45714,,,,,,,4.5,2.5,3.5,,,,
Song_2,80|7,7,3,Montuno,283.6876875,283.683821,283.647301,283.687373,283.664714,,,,,,1.5,1.5,4.5,3,,,,,
Song_2,80|8,8,N,Montuno,283.9084688,,,283.907516,,,,,,,,,5,,,,,,
Song_2,80|9,9,N,Montuno,284.12925,,,284.141129,,,,,,,,,5,,,,,,
Song_2,80|10,10,N,Montuno,284.3500313,,,284.353978,284.353182,,,,,,,,5,3,,,,,
Song_2,80|11,11,4,Montuno,284.5708125,284.577715,,284.576263,284.602118,,,,,,1.5,,4.5,3,,,,,
Song_2,80|12,12,N,Montuno,284.7915938,,,284.824326,284.785769,,,,,,,,5,3.5,,,,,
Song_2,80|13,13,5,Montuno,285.012375,285.037861,285.025885,285.035839,285.016559,,,,,,1.5,1.5,5,3.5,,,,,
Song_2,80|14,14,N,Montuno,285.2331563,,,285.243297,285.221616,,,,,,,,5,4,,,,,
Song_2,80|15,15,N,Montuno,285.4539375,,285.449516,285.470869,285.443885,,,,,,,1.5,5,4,,,,,
Song_2,80|16,16,N,Montuno,285.6747188,,,285.67355,285.660613,,,,,,,,5,4,,,,,
Song_2,81|1,1,1,Montuno,285.8955,285.896544,,285.911726,,,,,,,1.5,,4.5,,,,,,
Song_2,81|2,2,N,Montuno,286.1179622,,286.095167,286.124847,286.089291,,286.135426,,,,,1.5,5,4,,0.5,,,
Song_2,81|3,3,N,Montuno,286.3404245,,,286.315551,286.318561,,286.352904,,,,,,5,4.5,,1,,,
Song_2,81|4,4,2,Montuno,286.5628867,286.555754,,286.555389,286.544454,,286.563607,,,,2,,5,4.5,,1.5,,,
Song_2,81|5,5,N,Montuno,286.785349,,286.757007,,286.770061,,286.7855,,,,,2,,4.5,,2,,,
Song_2,81|6,6,N,Montuno,287.0078112,,,286.965602,286.982173,,287.010619,,,,,,4.5,4.5,,2.5,,,
Song_2,81|7,7,3,Montuno,287.2302734,287.205037,287.20909,287.244283,287.204291,,287.233676,,,,1.5,2,4,4.5,,3,,,
Song_2,81|8,8,N,Montuno,287.4527357,,,287.4407,287.41538,,287.456082,,,,,,4.5,4.5,,3.5,,,
Song_2,81|9,9,N,Montuno,287.6751979,,,287.64828,,,287.677255,,,,,,4.5,,,4,,,
Song_2,81|10,10,N,Montuno,287.8976602,,,287.859609,,,,,,,,,4.5,,,,,,
Song_2,81|11,11,4,Montuno,288.1201224,288.107877,,288.117385,288.056635,,288.094744,,,288.083716,1.5,,4.5,4,,4.5,,,4
Song_2,81|12,12,N,Montuno,288.3425846,,288.295309,288.32331,288.329061,,,,,,,1.5,4,3.5,,,,,
Song_2,81|13,13,5,Montuno,288.5650469,288.567674,,288.57559,288.564736,,288.571114,,,,1.5,,4,3.5,,3.5,,,
Song_2,81|14,14,N,Montuno,288.7875091,,288.757379,,,,,,,,,1.5,,,,,,,
Song_2,81|15,15,N,Montuno,289.0099714,,,289.003893,289.012304,,289.025097,,,,,,4,3,,3,,,
Song_2,81|16,16,N,Montuno,289.2324336,,289.197336,289.249001,289.214684,,289.244554,,,289.214399,,2,4,3,,3,,,3
Song_2,82|1,1,1,Montuno,289.4548958,289.457942,289.464685,289.474263,289.45566,,289.463054,,,289.44152,2,2,4,3,,3,,,3
Song_2,82|2,2,N,Montuno,289.6769648,,,289.663049,,,289.687089,,,289.627625,,,4,,,3,,,2.5
Song_2,82|3,3,N,Montuno,289.8990339,,,289.904789,289.875407,,289.902281,,,289.818508,,,4,3.5,,3.5,,,3
Song_2,82|4,4,2,Montuno,290.1211029,290.144538,290.122906,290.135135,290.093345,,290.11655,,,,2.5,2.5,4,3.5,,3.5,,,
Song_2,82|5,5,N,Montuno,290.3431719,,,290.370229,290.336898,,290.339879,,,,,,4,3.5,,4,,,
Song_2,82|6,6,N,Montuno,290.5652409,,,290.574182,,,,,,,,,4.5,,,,,,
Song_2,82|7,7,3,Montuno,290.7873099,290.8044,290.785589,290.804321,290.749172,,,,,,2.5,2,4.5,3.5,,,,,
Song_2,82|8,8,N,Montuno,291.0093789,,,291.038567,290.96955,,291.009115,,,,,,4.5,4,,4,,,
Song_2,82|9,9,N,Montuno,291.2314479,,,291.248239,291.201859,,291.234057,,,,,,5,4,,4,,,
Song_2,82|10,10,N,Montuno,291.4535169,,,291.45787,,,,,,291.50891,,,5,,,,,,5.5
Song_2,82|11,11,4,Montuno,291.6755859,291.680029,,291.670896,291.66102,,291.67716,,,291.674619,1.5,,4.5,3.5,,3.5,,,5.5
Song_2,82|12,12,N,Montuno,291.8976549,,291.919414,291.88592,291.883004,,,,,291.876097,,2,5,3.5,,,,,5.5
Song_2,82|13,13,5,Montuno,292.119724,292.142581,,292.124661,292.136043,,292.12444,,,292.077092,2,,5,3.5,,2.5,,,5.5
Song_2,82|14,14,N,Montuno,292.341793,,292.35718,292.366305,,,,,,292.283308,,2,5,,,,,,5.5
Song_2,82|15,15,N,Montuno,292.563862,,292.552494,292.594893,292.552271,,292.554205,,,292.500602,,2.5,4.5,3.5,,2.5,,,5.5
Song_2,82|16,16,N,Montuno,292.785931,,292.762811,,292.785768,,292.788186,,,292.781689,,3,,3.5,,3,,,5.5
Song_2,83|1,1,1,Montuno,293.008,293.010927,293.01573,,293.020181,,293.013846,,,,1.5,2.5,,3.5,,3,,,
Song_2,83|2,2,N,Montuno,293.2317617,,,293.267576,,,293.238563,,,,,,4,,,3,,,
Song_2,83|3,3,N,Montuno,293.4555234,,,293.475213,293.460413,,293.454232,,,,,,4,3.5,,3.5,,,
Song_2,83|4,4,2,Montuno,293.6792852,293.690016,293.6661,293.690828,293.677645,,293.676841,,,,2,3,4,3.5,,4,,,
Song_2,83|5,5,N,Montuno,293.9030469,,,293.931724,293.911622,,293.903728,,,,,,4,3.5,,4,,,
Song_2,83|6,6,N,Montuno,294.1268086,,,294.131301,,,,,,,,,4,,,,,,
Song_2,83|7,7,3,Montuno,294.3505703,294.351684,294.336389,294.372558,294.318847,,294.350364,,,,2,3,4,3.5,,4,,,
Song_2,83|8,8,N,Montuno,294.574332,,,294.594122,294.519272,,,,,,,,4.5,4,,,,,
Song_2,83|9,9,N,Montuno,294.7980938,,,294.809817,294.751822,,294.805015,,,,,,4.5,4,,3.5,,,
Song_2,83|10,10,N,Montuno,295.0218555,,,295.024794,,,,,,,,,4.5,,,,,,
Song_2,83|11,11,4,Montuno,295.2456172,295.244986,,295.256039,295.210957,,295.236449,,,,1.5,,5,3.5,,3.5,,,
Song_2,83|12,12,N,Montuno,295.4693789,,295.453559,295.474357,295.435559,,,,,,,1.5,5,4,,,,,
Song_2,83|13,13,5,Montuno,295.6931406,295.702546,,295.689851,295.692562,,295.674599,,,,1.5,,5,3.5,,3,,,
Song_2,83|14,14,N,Montuno,295.9169023,,295.917424,295.914021,,,,,,,,1.5,5,,,,,,
Song_2,83|15,15,N,Montuno,296.1406641,,296.102805,296.141397,296.130531,,296.12077,,,,,2,4.5,3.5,,2.5,,,
Song_2,83|16,16,N,Montuno,296.3644258,,296.337016,296.355628,296.379705,,296.347846,,,,,2,5,3.5,,3,,,
Song_2,84|1,1,1,Montuno,296.5881875,296.576286,296.576712,296.590978,296.581462,,296.576741,,,,1.5,2.5,5,3.5,,3,,,
Song_2,84|2,2,N,Montuno,296.8103008,,,296.80037,,,296.786693,,,,,,5,,,3.5,,,
Song_2,84|3,3,N,Montuno,297.0324141,,,297.034892,296.986611,,296.998113,,,,,,4.5,3.5,,3.5,,,
Song_2,84|4,4,2,Montuno,297.2545273,297.241456,297.246652,297.275634,297.204216,,297.215116,,,,2,3,4.5,4,,4,,,
Song_2,84|5,5,N,Montuno,297.4766406,,,297.470811,297.443674,,297.438324,,,,,,5,3.5,,4,,,
Song_2,84|6,6,N,Montuno,297.6987539,,,297.695256,,,,,,,,,4.5,,,,,,
Song_2,84|7,7,3,Montuno,297.9208672,297.911982,297.903705,297.915218,297.863462,,297.883691,,,,2,3,4.5,3.5,,4,,,
Song_2,84|8,8,N,Montuno,298.1429805,,,298.121913,298.097926,,298.11866,,,,,,5,4,,4.5,,,
Song_2,84|9,9,N,Montuno,298.3650938,,,298.356649,298.329465,,298.335348,,,,,,4.5,4,,4.5,,,
Song_2,84|10,10,N,Montuno,298.587207,,,298.568636,,,,,,,,,5,,,,,,
Song_2,84|11,11,4,Montuno,298.8093203,298.783049,,298.784121,298.76366,,298.774369,,,,2,,5,3.5,,4,,,
Song_2,84|12,12,N,Montuno,299.0314336,,299.025545,299.016102,298.999196,,,,,,,2.5,5,3.5,,,,,
Song_2,84|13,13,5,Montuno,299.2535469,299.242482,,299.246258,299.240767,,299.224683,,,299.226434,2,,5,3.5,,3,,,2
Song_2,84|14,14,N,Montuno,299.4756602,,299.448543,299.462055,,,,,,299.418108,,2.5,5,,,,,,2
Song_2,84|15,15,N,Montuno,299.6977734,,,299.696222,299.660488,,299.664698,,,299.674237,,,4.5,3.5,,3,,,2
Song_2,84|16,16,N,Montuno,299.9198867,,299.857043,299.94248,299.896267,,299.892208,,,299.870544,,3,4.5,3.5,,3,,,2.5
Song_2,85|1,1,1,Montuno,300.142,300.11575,300.11813,300.138997,300.13683,,300.12386,,,300.113521,1.5,2.5,4.5,3.5,,3,,,3.5
Song_2,85|2,2,N,Montuno,300.364125,,,300.344982,,,300.340756,,,300.318618,,,5,,,3,,,4
Song_2,85|3,3,N,Montuno,300.58625,,,300.573616,300.5493,,300.556582,,,300.556938,,,4.5,3.5,,3.5,,,5
Song_2,85|4,4,2,Montuno,300.808375,300.792151,300.770433,300.822106,300.775709,,300.77523,,,300.785293,1.5,2.5,4.5,3.5,,3.5,,,6
Song_2,85|5,5,N,Montuno,301.0305,,,301.039408,301.007341,,301.003685,,,301.028298,,,4.5,3.5,,4,,,7
Song_2,85|6,6,N,Montuno,301.252625,,,301.244606,,,,,,301.233657,,,5,,,,,,7
Song_2,85|7,7,3,Montuno,301.47475,301.453052,301.442948,301.461503,301.429913,,301.455929,,,301.463338,1.5,2.5,5,3.5,,4,,,7.5
Song_2,85|8,8,N,Montuno,301.696875,,,301.694872,301.656565,,301.692542,,,301.6692,,,5,4,,4,,,7.5
Song_2,85|9,9,N,Montuno,301.919,,,301.911527,301.884523,,301.912014,,,301.914429,,,5,4,,4,,,7.5
Song_2,85|10,10,N,Montuno,302.141125,,,302.140893,,,,,,302.127281,,,4.5,,,,,,7
Song_2,85|11,11,4,Montuno,302.36325,302.349398,,302.351946,302.304927,,302.35188,,,302.357581,1.5,,4.5,3.5,,3.5,,,7.5
Song_2,85|12,12,N,Montuno,302.585375,,302.573246,302.618844,302.54339,,,,,302.597222,,1.5,4.5,4,,,,,7
Song_2,85|13,13,5,Montuno,302.8075,302.80677,,302.811803,302.788374,,302.80786,,,302.832585,1.5,,5,3.5,,3,,,6.5
Song_2,85|14,14,N,Montuno,303.029625,,303.009108,303.053564,,,,,,303.046101,,1.5,4.5,,,,,,6
Song_2,85|15,15,N,Montuno,303.25175,,303.206348,303.257642,303.215774,,303.245232,,,,,2,4.5,3.5,,3,,,
Song_2,85|16,16,N,Montuno,303.473875,,303.422506,303.496906,303.449175,,303.484417,,,,,2.5,4.5,3.5,,3,,,
Song_2,86|1,1,1,Montuno,303.696,303.699877,303.668705,303.699197,303.695955,,303.711452,,,,2,2.5,4.5,3.5,,3,,,
Song_2,86|2,2,N,Montuno,303.919875,,,303.901486,,,303.923807,,,,,,5,,,3,,,
Song_2,86|3,3,N,Montuno,304.14375,,,304.141727,304.129087,,304.144184,,,,,,4.5,3.5,,3.5,,,
Song_2,86|4,4,2,Montuno,304.367625,304.362462,304.377871,304.403274,304.363895,,304.356768,,,,2.5,3,4.5,3.5,,3.5,,,
Song_2,86|5,5,N,Montuno,304.5915,,,304.601335,304.616824,,304.583065,,,,,,5,3.5,,4,,,
Song_2,86|6,6,N,Montuno,304.815375,,,304.825878,,,,,,,,,4.5,,,,,,
Song_2,86|7,7,3,Montuno,305.03925,305.028225,305.046942,305.06829,305.019888,,305.031077,,,,2.5,2.5,4.5,3.5,,4,,,
Song_2,86|8,8,N,Montuno,305.263125,,,305.267884,305.264481,,305.266086,,,,,,4.5,3.5,,4,,,
Song_2,86|9,9,N,Montuno,305.487,,,305.491577,305.474977,,305.484347,,,305.508071,,,5,3.5,,4.5,,,4.5
Song_2,86|10,10,N,Montuno,305.710875,,,305.700701,,,,,,,,,4.5,,,,,,
Song_2,86|11,11,4,Montuno,305.93475,305.946744,,305.93079,,,305.948366,,,,1.5,,4.5,,,3.5,,,
Song_2,86|12,12,N,Montuno,306.158625,,306.147445,306.142509,306.166574,,,,,,,2,4.5,3,,,,,
Song_2,86|13,13,5,Montuno,306.3825,306.403427,,306.406716,306.407485,,306.396432,,,,1.5,,4.5,3,,3,,,
Song_2,86|14,14,N,Montuno,306.606375,,306.600037,306.659365,,,,,,,,2,4.5,,,,,,
Song_2,86|15,15,N,Montuno,306.83025,,306.824301,306.881012,306.845635,,306.832961,,,,,2.5,4.5,3,,3,,,
Song_2,86|16,16,N,Montuno,307.054125,,307.045023,,307.082603,,307.07283,,,,,3,,3,,3,,,
Song_2,87|1,1,1,Montuno,307.278,307.276642,,307.299642,307.299178,,307.297394,,,,1.5,,4,3,,3,,,
Song_2,87|2,2,N,Montuno,307.5045938,,,307.537935,,,307.516288,,,,,,4,,,3,,,
Song_2,87|3,3,N,Montuno,307.7311875,,,307.763157,307.73263,,307.742918,,,,,,4,3,,3.5,,,
Song_2,87|4,4,2,Montuno,307.9577813,307.961892,308.015069,307.989952,307.976998,,307.961022,,,,1.5,2.5,4,3.5,,3.5,,,
Song_2,87|5,5,N,Montuno,308.184375,,,308.199263,308.213502,,308.188471,,,,,,4,3.5,,4,,,
Song_2,87|6,6,N,Montuno,308.4109688,,,308.43457,,,,,,,,,4,,,,,,
Song_2,87|7,7,3,Montuno,308.6375625,308.642453,308.649993,308.661227,308.616364,,308.652377,,,,1.5,2,4,3.5,,4,,,
Song_2,87|8,8,N,Montuno,308.8641563,,,308.880797,308.843638,,308.8792,,,,,,4.5,4,,4,,,
Song_2,87|9,9,N,Montuno,309.09075,,,309.098559,309.06785,,,,,,,,4.5,4,,,,,
Song_2,87|10,10,N,Montuno,309.3173438,,,309.298389,,,309.32126,,,,,,5,,,3.5,,,
Song_2,87|11,11,4,Montuno,309.5439375,309.553867,,309.538571,,,309.543588,,,,1.5,,4.5,,,3.5,,,
Song_2,87|12,12,N,Montuno,309.7705313,,309.743587,309.794759,309.744558,,309.767359,,,,,2,4.5,3,,3.5,,,
Song_2,87|13,13,5,Montuno,309.997125,309.998371,,310.000486,309.989542,,309.994624,,,,1.5,,4.5,3,,3.5,,,
Song_2,87|14,14,N,Montuno,310.2237188,,310.184702,310.210194,,,310.210541,,,,,2,4.5,,,3.5,,,
Song_2,87|15,15,N,Montuno,310.4503125,,310.387561,310.432335,310.427178,,310.431402,,,,,2.5,5,3,,4,,,
Song_2,87|16,16,N,Montuno,310.6769063,,310.599126,310.669446,310.659875,,310.659624,,,,,3,4.5,3,,4,,,
Song_2,88|1,1,1,Montuno,310.9035,310.892422,310.857208,310.847733,310.883444,,310.884253,,,,1.5,2.5,5,3,,4,,,
Song_2,88|2,2,N,Montuno,311.1291563,,,311.084034,,,311.110531,,,,,,5,,,4.5,,,
Song_2,88|3,3,N,Montuno,311.3548125,,,311.312996,311.306952,,311.330894,,,,,,4.5,3,,4.5,,,
Song_2,88|4,4,2,Montuno,311.5804688,311.563622,311.540427,311.574701,311.530641,,311.551328,,,,1.5,3,4.5,3.5,,4.5,,,
Song_2,88|5,5,N,Montuno,311.806125,,,311.783119,311.771635,,311.781798,,,,,,5,3.5,,4.5,,,
Song_2,88|6,6,N,Montuno,312.0317813,,,311.990913,,,311.998621,,,,,,5,,,4.5,,,
Song_2,88|7,7,3,Montuno,312.2574375,312.219627,312.203947,312.22762,312.202193,,312.224703,,,,1.5,2.5,4.5,3.5,,4.5,,,
Song_2,88|8,8,N,Montuno,312.4830938,,,312.454299,312.41079,,312.446034,,,,,,4.5,4,,4.5,,,
Song_2,88|9,9,N,Montuno,312.70875,,,312.676159,312.63979,,312.673662,,,,,,4.5,4,,4.5,,,
Song_2,88|10,10,N,Montuno,312.9344063,,,312.892046,,,,,,,,,4.5,,,,,,
Song_2,88|11,11,4,Montuno,313.1600625,313.141926,313.144098,313.120307,313.09339,,313.136264,,,,1.5,2,4.5,3.5,,4,,,
Song_2,88|12,12,N,Montuno,313.3857188,,313.352491,313.381545,313.327642,,,,,,,2.5,4.5,3.5,,,,,
Song_2,88|13,13,5,Montuno,313.611375,313.607244,,313.579398,313.58103,,313.62436,,,,1.5,,4.5,3.5,,3.5,,,
Song_2,88|14,14,N,Montuno,313.8370313,,,313.801948,,,,,,,,,4.5,,,,,,
Song_2,88|15,15,N,Montuno,314.0626875,,313.984454,314.029272,314.038175,,314.047328,,,,,2.5,4.5,3.5,,3,,,
Song_2,88|16,16,N,Montuno,314.2883438,,314.249648,314.291855,314.257183,,314.280103,,,,,2.5,4.5,3.5,,3,,,
Song_2,89|1,1,1,Montuno,314.514,314.514173,,314.490996,314.476221,,314.501719,,,,1.5,,4.5,3.5,,3,,,
Song_2,89|2,2,N,Montuno,314.7375,,,314.74034,,,,,,,,,4.5,,,,,,
Song_2,89|3,3,N,Montuno,314.961,,314.912017,314.961794,314.920981,,314.941203,,,,,2.5,4.5,3.5,,3,,,
Song_2,89|4,4,2,Montuno,315.1845,315.183544,315.153814,,315.141596,,315.16505,,,,1.5,2.5,,3.5,,3,,,
Song_2,89|5,5,N,Montuno,315.408,,,315.415807,315.383861,,315.398446,,,,,,4,3.5,,3.5,,,
Song_2,89|6,6,N,Montuno,315.6315,,,315.613855,,,,,,,,,4,,,,,,
Song_2,89|7,7,3,Montuno,315.855,315.83708,315.824836,315.852047,315.815635,,315.854281,,,,1.5,3,4,3.5,,3.5,,,
Song_2,89|8,8,N,Montuno,316.0785,,316.078917,316.0606,316.049477,,316.082602,,,,,3,4,3.5,,3.5,,,
Song_2,89|9,9,N,Montuno,316.302,,,316.287864,316.273808,,316.294119,,,,,,4.5,3.5,,3.5,,,
Song_2,89|10,10,N,Montuno,316.5255,,,316.485931,,,,,,,,,4.5,,,,,,
Song_2,89|11,11,4,Montuno,316.749,316.742072,316.722485,316.730213,316.685794,,316.751939,,,,2,3.5,4.5,3.5,,3.5,,,
Song_2,89|12,12,N,Montuno,316.9725,,316.961885,316.970292,316.961641,,,,,,,3.5,4,3.5,,,,,
Song_2,89|13,13,5,Montuno,317.196,317.185067,,317.202412,317.183377,,317.181488,,,,2,,4.5,3.5,,3,,,
Song_2,89|14,14,N,Montuno,317.4195,,,317.400541,,,,,,,,,5,,,,,,
Song_2,89|15,15,N,Montuno,317.643,,317.573183,317.629326,317.615414,,317.636929,,,,,3,4.5,3.5,,3,,,
Song_2,89|16,16,N,Montuno,317.8665,,317.832679,317.867257,,,317.868397,,,,,3,4.5,,,3,,,
Song_2,90|1,1,1,Montuno,318.09,318.089057,,318.091269,318.082119,,318.081753,,,,2,,4.5,3,,3.5,,,
Song_2,90|2,2,N,Montuno,318.3148125,,,318.28701,,,318.295364,,,,,,5,,,3,,,
Song_2,90|3,3,N,Montuno,318.539625,,318.527498,318.540248,318.510839,,318.527046,,,,,2.5,4.5,3,,3.5,,,
Song_2,90|4,4,2,Montuno,318.7644375,318.758697,318.766057,318.804525,318.720722,,318.741663,,,,1.5,2.5,4.5,3,,4,,,
Song_2,90|5,5,N,Montuno,318.98925,,,,318.981466,,318.980095,,,,,,,3,,4,,,
Song_2,90|6,6,N,Montuno,319.2140625,,,319.198094,,,,,,,,,4.5,,,,,,
Song_2,90|7,7,3,Montuno,319.438875,319.440278,319.444511,319.444752,319.397825,,319.42082,,,,1.5,3,4,3,,4,,,
Song_2,90|8,8,N,Montuno,319.6636875,,319.643394,319.675717,,,319.646858,,,,,3,4,,,4,,,
Song_2,90|9,9,N,Montuno,319.8885,,,319.878287,319.853107,,319.868385,,,,,,4,3,,4.5,,,
Song_2,90|10,10,N,Montuno,320.1133125,,,320.08332,,,,,,,,,4.5,,,,,,
Song_2,90|11,11,4,Montuno,320.338125,320.312473,320.301519,320.297739,,,320.304927,,,,1.5,3,4,,,3.5,,,
Song_2,90|12,12,N,Montuno,320.5629375,,320.510658,320.534623,320.560394,,,,,,,3.5,4.5,2.5,,,,,
Song_2,90|13,13,5,Montuno,320.78775,320.751776,,320.752516,320.76206,,320.756301,,,,2,,4.5,2.5,,3,,,
Song_2,90|14,14,N,Montuno,321.0125625,,,320.968313,,,,,,,,,4.5,,,,,,
Song_2,90|15,15,N,Montuno,321.237375,,321.17209,321.183747,321.177943,,321.189459,,,,,2.5,5,2.5,,3,,,
Song_2,90|16,16,N,Montuno,321.4621875,,321.38877,321.446176,321.409739,,321.422036,,,,,3,4.5,2.5,,3,,,
Song_2,91|1,1,1,Montuno,321.687,321.688136,,321.643975,321.623811,,321.638696,,,,1.5,,5,3,,3.5,,,
Song_2,91|2,2,N,Montuno,321.9075625,,,321.863556,,,321.863939,,,,,,5,,,3.5,,,
Song_2,91|3,3,N,Montuno,322.128125,,322.077258,322.094925,322.071052,,322.084859,,,,,2.5,4.5,3,,3.5,,,
Song_2,91|4,4,2,Montuno,322.3486875,322.317063,322.299266,322.360853,322.303501,,322.300365,,,,1.5,3,4.5,3.5,,4,,,
Song_2,91|5,5,N,Montuno,322.56925,,,322.553884,322.543936,,322.535959,,,,,,4.5,4,,4,,,
Song_2,91|6,6,N,Montuno,322.7898125,,,322.768932,,,,,,,,,4.5,,,,,,
Song_2,91|7,7,3,Montuno,323.010375,322.990048,322.966559,322.99353,322.951087,,322.99229,,,,1.5,2.5,4.5,3.5,,4,,,
Song_2,91|8,8,N,Montuno,323.2309375,,323.209154,323.202904,323.179185,,323.221876,,,,,2.5,4.5,3.5,,4,,,
Song_2,91|9,9,N,Montuno,323.4515,,,323.439491,323.41986,,323.444378,,,,,,5,3.5,,4,,,
Song_2,91|10,10,N,Montuno,323.6720625,,,323.634515,,,,,,,,,5,,,,,,
Song_2,91|11,11,4,Montuno,323.892625,323.885213,323.908875,323.886144,,,323.899373,,,,1.5,3,4.5,,,3.5,,,
Song_2,91|12,12,N,Montuno,324.1131875,,324.106812,324.104461,324.066055,,,,,,,3,4.5,3.5,,,,,
Song_2,91|13,13,5,Montuno,324.33375,324.337042,,324.339036,324.328204,,324.326158,,,,1.5,,5,3,,3,,,
Song_2,91|14,14,N,Montuno,324.5543125,,,324.554564,,,,,,,,,4.5,,,,,,
