Take,N,Label SD,SD,C,P,R1,R2,R1 part,R2 part,C Dens,P Dens,R1 Dens,R2 Dens,C Peak,P Peak,R1 Peak,R2 Peak
311,4,86:13:00,13,165.153119,165.192041,165.167348,165.17222,Madera,Repique,9,3.5,10,11.5,0.501814,0.174082,0.055885,0.011408
311,4,86:14:00,14,165.278662,,,,Madera,Repique,9,,,,0.129007,,,
311,4,86:15:00,15,165.374425,,,,Madera,Repique,9,,,,0.155683,,,
311,4,86:16:00,16,165.486501,,165.488878,165.497184,Madera,Repique,9,,10,13,0.078742,,0.060132,0.009071
311,4,87:01:00,1,165.613849,165.662102,165.617801,165.64135,Madera,Repique,9,3.5,10,12.5,0.462059,0.653491,0.043308,0.00392
311,4,87:02:00,2,165.738852,,,,Madera,Repique,9,,,,0.095475,,,
311,4,87:03:00,3,165.841884,,,,Madera,Repique,9,,,,0.189844,,,
311,4,87:04:00,4,165.959855,165.979639,165.967383,165.958508,Madera,Repique,9,3.5,10,12,0.085904,0.357219,0.006282,0.014891
311,4,87:05:00,5,166.090356,,,166.099314,Madera,Repique,9,,,11.5,0.861229,,,0.012018
311,4,87:06:00,6,166.201229,166.225347,,,Madera,Repique,9,3.5,,,0.152613,0.070919,,
311,4,87:07:00,7,166.303427,,166.324962,,Madera,Repique,9,,10,,0.14958,,0.021526,
311,4,87:08:00,8,166.424868,,,166.416135,Madera,Repique,8.5,,,13,0.10126,,,0.272783
311,4,87:09:00,9,166.549057,166.57563,,166.56071,Madera,Repique,9,3.5,,12,0.516552,0.495344,,0.004889
311,4,87:10:00,10,166.669644,,166.671674,,Madera,Repique,9,,9,,0.071871,,0.0148,
311,4,87:11:00,11,166.763613,166.791934,,166.769593,Madera,Repique,9,3.5,,12.5,0.242552,0.276929,,0.421689
311,4,87:12:00,12,166.875366,,,,Madera,Repique,9,,,,0.098489,,,
311,4,87:13:00,13,167.000522,167.058749,167.031085,167.02648,Madera,Repique,9,3.5,9,11,0.464092,0.399844,0.048428,0.357428
311,4,87:14:00,14,167.140074,,,167.141464,Madera,Repique,9,,,11,0.131249,,,0.015571
311,4,87:15:00,15,167.238469,,,,Madera,Repique,9,,,,0.146972,,,
311,4,87:16:00,16,167.350406,,167.352896,167.341327,Madera,Repique,9,,9.5,11,0.058563,,0.044375,0.007358
311,4,88:01:00,1,167.464277,167.514201,167.491569,167.489077,Madera,Repique,9,3.5,9,11,0.415186,0.662546,0.044854,0.009287
311,4,88:02:00,2,167.609863,,,,Madera,Repique,9,,,,0.058122,,,
311,4,88:03:00,3,167.701228,,,,Madera,Repique,9,,,,0.123899,,,
311,4,88:04:00,4,167.827767,167.832422,167.813932,,Madera,Repique,9,3.5,9.5,,0.038207,0.365684,0.047446,
311,4,88:05:00,5,167.945251,,,,Madera,Repique,9,,,,0.418531,,,
311,4,88:06:00,6,168.055858,168.081027,,,Madera,Repique,9,3.5,,,0.09538,0.112763,,
311,4,88:07:00,7,168.172569,,168.171064,,Madera,Repique,9,,9,,0.119532,,0.012782,
311,4,88:08:00,8,168.288361,,,,Madera,Repique,9,,,,0.080674,,,
311,4,88:09:00,9,168.409761,168.425773,,,Madera,Repique,9,3.5,,,0.385651,0.550156,,
311,4,88:10:00,10,168.526124,,168.520698,168.535804,Madera,Repique,9,,9,9.5,0.092702,,0.009637,0.500223
311,4,88:11:00,11,168.632388,168.645595,,168.66086,Madera,Repique,9,3.5,,9.5,0.030189,0.446931,,0.011263
311,4,88:12:00,12,,,,,Madera,Repique,,,,,,,,
311,4,88:13:00,13,168.892853,168.918608,168.890906,168.889218,Madera,Repique,8,3.5,8.5,9,0.374527,0.375642,0.043294,0.517654
311,4,88:14:00,14,169.001936,,,169.012703,Madera,Repique,8,,,9.5,0.076843,,,0.002436
311,4,88:15:00,15,169.093,,,,Madera,Repique,8.5,,,,0.23455,,,
311,4,88:16:00,16,169.21512,,,169.21151,Madera,Repique,8.5,,,10,0.082249,,,0.003197
311,4,89:01:00,1,169.33896,169.386995,,169.35886,Repique,Repique,8.5,3.5,,10,0.471057,0.627866,,0.003891
311,4,89:02:00,2,169.465688,,169.4705,,Repique,Repique,8,,8.5,,0.1059,,0.318357,
311,4,89:03:00,3,169.576604,,,,Repique,Repique,8.5,,,,0.116365,,,
311,4,89:04:00,4,169.685343,169.720492,,,Repique,Repique,8.5,3.5,,,0.054766,0.39805,,
311,4,89:05:00,5,169.806845,,169.830613,,Repique,Repique,8.5,,9,,0.462217,,0.654298,
311,4,89:06:00,6,169.934553,169.982353,169.945497,,Repique,Repique,8.5,3.5,9.5,,0.096393,0.18972,0.010661,
311,4,89:07:00,7,170.034266,,,,Repique,Repique,8.5,,,,0.117067,,,
311,4,89:08:00,8,170.157599,,170.147705,,Repique,Repique,8.5,,10,,0.059789,,0.421722,
311,4,89:09:00,9,170.271089,170.319966,,,Repique,Repique,8.5,3.5,,,0.476751,0.625541,,
311,4,89:10:00,10,170.388243,,170.420609,170.428086,Repique,Repique,8.5,,9,13,0.072903,,0.008312,0.527655
311,4,89:11:00,11,170.497532,170.527205,,170.548583,Repique,Repique,8.5,3.5,,12.5,0.094681,0.457676,,0.007082
311,4,89:12:00,12,170.612517,,,,Repique,Repique,8.5,,,,0.08013,,,
311,4,89:13:00,13,170.751168,170.794667,170.772076,170.773579,Repique,Repique,8.5,3.5,8.5,13.5,0.389547,0.130622,0.35425,0.007408
311,4,89:14:00,14,170.869769,,170.870524,170.89602,Repique,Repique,9,,9,13.5,0.099846,,0.049056,0.009367
311,4,89:15:00,15,170.976571,171.003409,,,Repique,Repique,9,3.5,,,0.101171,0.211862,,
311,4,89:16:00,16,171.091881,,171.085245,171.087633,Repique,Repique,9,,9.5,14.5,0.106367,,0.364372,0.02483
311,4,90:01:00,1,171.228952,171.276773,171.226435,171.23585,Repique,Repique,8.5,4,9,14,0.446895,0.809162,0.394657,0.007654
311,4,90:02:00,2,171.353378,,171.36202,,Repique,Repique,8.5,,9.5,,0.096429,,0.005281,
311,4,90:03:00,3,171.458557,171.470542,,,Repique,Repique,9,4,,,0.105125,0.264903,,
311,4,90:04:00,4,171.565065,171.598361,171.53473,,Repique,Repique,9,4.5,9,,0.029533,0.227009,0.408822,
311,4,90:05:00,5,171.712103,171.724212,171.703485,,Repique,Repique,8.5,4.5,8,,0.585996,0.745809,0.016096,
311,4,90:06:00,6,171.803963,171.832795,171.802745,,Repique,Repique,9,5,9,,0.118875,0.345076,0.079712,
311,4,90:07:00,7,171.913553,,,,Repique,Repique,9,,,,0.153695,,,
311,4,90:08:00,8,172.03765,172.031332,172.034751,,Repique,Repique,8.5,5,9.5,,0.090103,0.309381,0.064196,
311,4,90:09:00,9,172.147129,172.188207,,,Repique,Repique,9,5.5,,,0.495701,0.687688,,
311,4,90:10:00,10,172.262614,172.300887,172.298832,172.28319,Repique,Repique,9,6,9.5,14.5,0.082045,0.457171,0.008097,0.444106
311,4,90:11:00,11,172.383493,,,172.405476,Repique,Repique,9,,,14,0.171973,,,0.004192
311,4,90:12:00,12,172.495226,,172.505738,,Repique,Repique,9,,9.5,,0.034425,,0.430305,
311,4,90:13:00,13,172.643091,172.644023,172.647511,172.637625,Repique,Repique,8.5,5.5,9.5,14.5,0.502867,0.708564,0.203674,0.409655
311,4,90:14:00,14,172.724548,,,172.761859,Repique,Repique,9,,,14,0.099203,,,0.017472
311,4,90:15:00,15,172.849441,172.855787,,,Repique,Repique,9,5.5,,,0.199259,0.17165,,
311,4,90:16:00,16,172.975575,,172.959627,172.9641,Repique,Repique,9,,9,14,0.065649,,0.28568,0.010735
311,4,91:01:00,1,173.091471,173.12943,173.102043,173.110628,Repique,Madera,9,5.5,9,13.5,0.502299,0.571422,0.014308,0.011256
311,4,91:02:00,2,173.208864,,173.234925,,Repique,Madera,9,,9.5,,0.140731,,0.00613,
311,4,91:03:00,3,173.319959,,,,Repique,Madera,9,,,,0.212622,,,
311,4,91:04:00,4,173.433468,173.439783,173.414886,173.441856,Repique,Madera,9,5.5,9.5,13,0.029498,0.337126,0.52163,0.002208
311,4,91:05:00,5,173.565009,,173.560717,,Repique,Madera,9,,9,,0.540782,,0.489268,
311,4,91:06:00,6,173.672025,173.701138,173.658845,173.67748,Repique,Madera,9,5,9.5,13,0.204118,0.149415,0.118492,0.002772
311,4,91:07:00,7,173.790863,,,,Repique,Madera,9,,,,0.270804,,,
311,4,91:08:00,8,173.897441,,173.888094,173.900434,Repique,Madera,9,,8.5,12.5,0.043731,,0.369399,0.002463
311,4,91:09:00,9,174.013242,174.060846,,174.032815,Repique,Madera,9,4,,12.5,0.447234,0.516821,,0.006652
311,4,91:10:00,10,174.133872,,174.150195,,Repique,Madera,9,,8,,0.092486,,0.664059,
311,4,91:11:00,11,174.237873,174.263571,,174.276977,Repique,Madera,9,4,,13,0.124817,0.358855,,0.048549
311,4,91:12:00,12,174.353872,,,,Repique,Madera,9,,,,0.122602,,,
311,4,91:13:00,13,174.492664,174.5358,174.503559,174.51558,Repique,Madera,9,4,7.5,12.5,0.381181,0.30295,0.234521,0.008571
311,4,91:14:00,14,174.615055,,,,Repique,Madera,9,,,,0.13462,,,
311,4,91:15:00,15,174.714022,,,,Repique,Madera,9,,,,0.130662,,,
311,4,91:16:00,16,174.827655,,174.828273,,Repique,Madera,9,,7.5,,0.129693,,0.358467,
311,4,92:01:00,1,174.957975,174.994339,,174.978182,Repique,Madera,9,3.5,,11,0.40955,0.658656,,0.009445
311,4,92:02:00,2,175.081447,,175.090335,,Repique,Madera,9,,7.5,,0.13199,,0.009916,
311,4,92:03:00,3,175.194225,,,,Repique,Madera,9,,,,0.186953,,,
311,4,92:04:00,4,175.306105,175.310634,175.300876,175.303975,Repique,Madera,9,3.5,7,10.5,0.150318,0.371707,0.482857,0.009242
311,4,92:05:00,5,175.430172,,175.443568,,Repique,Madera,9,,7,,0.639053,,0.375244,
311,4,92:06:00,6,175.54331,175.561011,175.541495,175.532731,Repique,Madera,9,3.5,7.5,10,0.160576,0.144649,0.056317,0.002424
311,4,92:07:00,7,175.65015,,,,Repique,Madera,9,,,,0.229422,,,
311,4,92:08:00,8,175.758638,,175.767923,175.776802,Repique,Madera,9,,7.5,9,0.117754,,0.324778,0.002848
311,4,92:09:00,9,175.894231,175.922748,,175.897352,Repique,Madera,9,3.5,,10,0.485553,0.604171,,0.008387
311,4,92:10:00,10,176.001281,,176.029272,,Repique,Madera,9,,7.5,,0.14654,,0.025441,
311,4,92:11:00,11,176.111635,176.127852,,176.123583,Repique,Madera,9,3.5,,9.5,0.182282,0.417876,,0.017733
311,4,92:12:00,12,176.220575,,,,Repique,Madera,9,,,,0.192535,,,
311,4,92:13:00,13,176.362083,176.397038,176.384802,176.39806,Repique,Madera,8.5,3.5,8,8.5,0.488099,0.297388,0.138255,0.02302
311,4,92:14:00,14,176.483607,,,176.47997,Repique,Madera,9,,,9,0.143209,,,0.002079
311,4,92:15:00,15,176.584376,,,,Repique,Madera,9,,,,0.190075,,,
311,4,92:16:00,16,176.691857,,176.690708,176.701289,Repique,Madera,9,,8.5,9,0.117648,,0.497433,0.030854
311,4,93:01:00,1,176.822343,176.867258,176.835126,176.828672,Repique,Madera,9,3.5,8,9,0.507979,0.559136,0.309953,0.003113
311,4,93:02:00,2,176.94521,,176.964563,,Repique,Madera,9,,8.5,,0.12064,,0.013501,
311,4,93:03:00,3,177.047575,,,177.055541,Repique,Madera,9,,,9.5,0.098845,,,0.021496
311,4,93:04:00,4,177.183124,177.179159,177.157775,177.167707,Repique,Madera,9,3.5,9,9.5,0.066816,0.313903,0.477181,0.007825
311,4,93:05:00,5,177.299508,,177.309552,,Repique,Madera,9,,8.5,,0.555535,,0.011253,
311,4,93:06:00,6,177.414118,177.431,177.419234,177.405178,Repique,Madera,9,3.5,9.5,10,0.096658,0.100449,0.056833,0.003183
311,4,93:07:00,7,177.517667,,,,Repique,Madera,9,,,,0.115532,,,
311,4,93:08:00,8,177.636121,,177.622809,177.629725,Repique,Madera,9,,8.5,10,0.091965,,0.005396,0.012214
311,4,93:09:00,9,177.779487,177.783718,,177.764756,Repique,Madera,8.5,3.5,,10,0.323591,0.47883,,0.013612
311,4,93:10:00,10,177.88568,,177.887196,,Repique,Madera,9,,9,,0.068869,,0.017519,
311,4,93:11:00,11,177.992408,177.994803,,177.995099,Repique,Madera,9,3.5,,9,0.097192,0.447237,,0.002028
311,4,93:12:00,12,178.103283,,,,Repique,Madera,9,,,,0.038639,,,
311,4,93:13:00,13,178.24875,178.25841,178.247078,178.260352,Repique,Madera,8.5,3.5,11,9,0.464793,0.319134,0.190781,0.01086
311,4,93:14:00,14,178.357068,,178.34309,178.351017,Repique,Madera,9,,11.5,9.5,0.064097,,0.168013,0.002499
311,4,93:15:00,15,178.459748,,178.452487,,Repique,Madera,9,,11,,0.142457,,0.478178,
311,4,93:16:00,16,178.574987,,178.567044,178.575933,Repique,Madera,9,,10.5,9.5,0.049147,,0.40495,0.01734
311,4,94:01:00,1,178.711875,178.732515,,178.705365,Repique,Madera,8.5,3.5,,9,0.409209,0.633563,,0.017053
311,4,94:02:00,2,178.817254,,178.835538,,Repique,Madera,9,,10,,0.060963,,0.040814,
311,4,94:03:00,3,178.926779,,,178.933798,Repique,Madera,9,,,9,0.091017,,,0.031581
311,4,94:04:00,4,179.03997,179.053736,179.045984,179.055561,Repique,Madera,9,3.5,10.5,8.5,0.063384,0.389048,0.385108,0.005617
311,4,94:05:00,5,179.169714,,179.178066,,Repique,Madera,9,,10,,0.443689,,0.008662,
311,4,94:06:00,6,179.282777,179.297003,179.286596,179.2904,Repique,Madera,9,3.5,11,9,0.077918,0.136587,0.009461,0.003815
311,4,94:07:00,7,179.386575,,,,Repique,Madera,9,,,,0.089971,,,
311,4,94:08:00,8,179.505395,,179.496235,179.499389,Repique,Madera,9,,10,9,0.095693,,0.521225,0.012362
311,4,94:09:00,9,179.633978,179.661018,179.635372,179.633084,Repique,Madera,9,3.5,10,8.5,0.289041,0.541981,0.773395,0.00236
311,4,94:10:00,10,179.752227,,179.780709,,Repique,Madera,9,,10,,0.069344,,0.007758,
311,4,94:11:00,11,179.857917,179.865512,,179.865381,Repique,Madera,9,3.5,,10.5,0.133988,0.359936,,0.003153
311,4,94:12:00,12,179.961646,,179.962668,,Repique,Madera,9,,9.5,,0.082404,,0.609281,
311,4,94:13:00,13,180.100798,180.138247,180.10334,180.111636,Repique,Madera,9,3.5,9,10,0.287454,0.233185,0.011802,0.014763
311,4,94:14:00,14,180.225245,,180.227438,,Repique,Madera,9,,9.5,,0.028127,,0.195684,
311,4,94:15:00,15,180.322331,,180.333963,,Repique,Madera,9,,9.5,,0.12354,,0.552855,
311,4,94:16:00,16,180.430558,,180.430807,180.441819,Repique,Madera,9,,9.5,11,0.068409,,0.022238,0.002268
311,4,95:01:00,1,180.57135,180.603976,180.568225,180.565323,Repique,Madera,9,3.5,9.5,11.5,0.439049,0.643304,0.044201,0.012257
311,4,95:02:00,2,180.696485,,,,Repique,Madera,9,,,,0.085389,,,
311,4,95:03:00,3,180.797501,,,180.805269,Repique,Madera,9,,,12,0.122073,,,0.028916
311,4,95:04:00,4,180.903556,180.916471,180.889343,180.916307,Repique,Madera,9,3.5,10,12,0.061257,0.32358,0.007356,0.002701
311,4,95:05:00,5,181.024212,,,,Repique,Madera,9,,,,0.427033,,,
311,4,95:06:00,6,181.139116,181.15457,,181.137793,Repique,Madera,9,3.5,,12,0.075442,0.130447,,0.007584
311,4,95:07:00,7,181.240861,,181.264671,,Repique,Madera,9,,10,,0.085843,,0.084901,
311,4,95:08:00,8,181.354589,,,181.372178,Repique,Madera,9,,,11.5,0.098227,,,0.01168
311,4,95:09:00,9,181.492681,181.517195,,181.510029,Repique,Madera,9,3.5,,11.5,0.342369,0.47414,,0.014401
311,4,95:10:00,10,181.606731,,181.61993,,Repique,Madera,9,,10,,0.082505,,0.117478,
311,4,95:11:00,11,181.707673,181.726995,181.727041,181.725895,Repique,Madera,9,3.5,10,11,0.169071,0.12596,0.140254,0.011811
311,4,95:12:00,12,181.822261,,181.832448,,Repique,Madera,9,,10,,0.107156,,0.545411,
311,4,95:13:00,13,181.9535,181.99956,181.965698,181.975124,Repique,Madera,9,3.5,9.5,9.5,0.490212,0.3118,0.269694,0.011004
311,4,95:14:00,14,182.081514,,,,Repique,Madera,9,,,,0.092351,,,
311,4,95:15:00,15,182.183006,,182.189526,,Repique,Madera,9,,10.5,,0.095001,,0.675876,
311,4,95:16:00,16,182.299788,,182.290109,,Repique,Madera,9,,10,,0.094709,,0.007483,
311,4,96:01:00,1,182.430486,182.46237,,,Repique,Repique,9,3.5,,,0.312885,0.637833,,
311,4,96:02:00,2,182.548952,,182.531966,182.523932,Repique,Repique,9,,10,9.5,0.095741,,0.668426,0.418027
311,4,96:03:00,3,182.65784,,182.660906,182.651127,Repique,Repique,9,,9.5,9,0.093028,,0.030532,0.458902
311,4,96:04:00,4,182.769821,182.779301,,182.749558,Repique,Repique,9,3.5,,9,0.06077,0.349673,,0.003062
311,4,96:05:00,5,182.90274,,,182.902607,Repique,Repique,9,,,9.5,0.316799,,,0.395627
311,4,96:06:00,6,183.006634,183.029739,183.010857,183.030988,Repique,Repique,9,3.5,9.5,9.5,0.056946,0.086642,0.404954,0.007443
311,4,96:07:00,7,183.115315,,,,Repique,Repique,9,,,,0.11569,,,
311,4,96:08:00,8,183.23337,,183.226401,183.219109,Repique,Repique,9,,9,10,0.048929,,0.044292,0.012054
311,4,96:09:00,9,183.370162,183.371318,,183.375607,Repique,Repique,8.5,3.5,,10,0.274386,0.530104,,0.357086
311,4,96:10:00,10,183.483552,,,183.498327,Repique,Repique,9,,,10.5,0.05627,,,0.304172
311,4,96:11:00,11,183.581551,183.596358,,,Repique,Repique,9,3.5,,,0.089927,0.431763,,
311,4,96:12:00,12,183.695929,,,183.698859,Repique,Repique,9,,,10,0.083545,,,0.007756
311,4,96:13:00,13,183.842009,183.857056,,183.859868,Repique,Repique,8.5,3.5,,10.5,0.315682,0.099552,,0.377338
311,4,96:14:00,14,183.949913,,,183.968585,Repique,Repique,9,,,11,0.055683,,,0.152585
311,4,96:15:00,15,184.056415,184.070135,184.064475,184.076458,Repique,Repique,9,3.5,8,10,0.225865,0.121232,0.21026,0.298366
311,4,96:16:00,16,184.171278,,184.190164,184.171682,Repique,Repique,9,,8,10.5,0.121876,,0.033312,0.024289
311,4,97:01:00,1,184.306453,184.333935,184.314567,184.319482,Madera,Repique,8.5,4,8,10.5,0.388014,0.672979,0.054262,0.295117
311,4,97:02:00,2,184.430193,,,184.44582,Madera,Repique,9,,,11,0.109603,,,0.023849
311,4,97:03:00,3,184.539131,184.549112,,,Madera,Repique,9,4,,,0.147699,0.672976,,
311,4,97:04:00,4,184.649098,,184.644648,184.633595,Madera,Repique,9,,8.5,11,0.110539,,0.022186,0.310863
311,4,97:05:00,5,184.78412,,,184.786534,Madera,Repique,8.5,,,10.5,0.554034,,,0.005574
311,4,97:06:00,6,184.890645,184.910407,,184.890383,Madera,Repique,9,4,,11,0.120365,0.299135,,0.012445
311,4,97:07:00,7,185.003751,,184.999453,,Madera,Repique,9,,8.5,,0.054398,,0.006753,
311,4,97:08:00,8,185.120548,185.105246,,185.091943,Madera,Repique,8.5,4,,11,0.070218,0.122891,,0.015036
311,4,97:09:00,9,185.261134,185.262725,,185.243741,Madera,Repique,8.5,4.5,,10.5,0.409137,0.609261,,0.003363
311,4,97:10:00,10,185.35825,185.361022,185.358202,185.374176,Madera,Repique,9,5,9,11,0.102467,0.270794,0.010486,0.011885
311,4,97:11:00,11,185.474047,,,,Madera,Repique,9,,,,0.102414,,,
311,4,97:12:00,12,185.579692,,,185.569673,Madera,Repique,9,,,11,0.076529,,,0.002895
311,4,97:13:00,13,185.709972,185.721617,185.720155,185.718187,Madera,Repique,8.5,4.5,9,11.5,0.560538,0.46024,0.089062,0.362099
311,4,97:14:00,14,185.814348,,,185.824385,Madera,Repique,9,,,12,0.09542,,,0.194647
311,4,97:15:00,15,185.914254,185.922293,,185.939926,Madera,Repique,9,4.5,,11.5,0.160537,0.105232,,0.37938
311,4,97:16:00,16,186.028848,,,186.039551,Madera,Repique,9,,,11.5,0.105562,,,0.372677
311,4,98:01:00,1,186.159039,186.206996,186.187091,186.186427,Madera,Repique,9,4.5,9.5,11,0.548787,0.501824,0.080079,0.528756
311,4,98:02:00,2,186.279349,,,186.311957,Madera,Repique,9,,,11,0.121663,,,0.007564
311,4,98:03:00,3,186.380389,,,,Madera,Repique,9,,,,0.22579,,,
311,4,98:04:00,4,186.492056,186.520125,186.499124,186.494277,Madera,Repique,9,4.5,9.5,11,0.090271,0.28493,0.030342,0.27444
311,4,98:05:00,5,186.628794,,,186.6493,Madera,Repique,9,,,10.5,0.723055,,,0.405909
311,4,98:06:00,6,186.736487,186.769506,,186.753342,Madera,Repique,9,4.5,,11,0.112053,0.126054,,0.028024
311,4,98:07:00,7,186.844638,,186.85496,,Madera,Repique,9,,9.5,,0.237177,,0.033969,
311,4,98:08:00,8,186.955296,,,186.960376,Madera,Repique,9,,,11,0.108317,,,0.005224
311,4,98:09:00,9,187.087855,187.114562,,187.115757,Madera,Repique,9,4,,11,0.545891,0.411923,,0.377104
311,4,98:10:00,10,187.19972,,187.203684,187.233254,Madera,Repique,9,,9.5,11,0.110923,,0.008326,0.006828
311,4,98:11:00,11,187.298029,187.335812,,,Madera,Repique,9,4,,,0.191426,0.268953,,
311,4,98:12:00,12,187.408275,,,187.430122,Madera,Repique,9,,,11,0.130903,,,0.003766
311,4,98:13:00,13,187.555084,187.600432,187.553971,187.563858,Madera,Repique,9,4,9.5,11.5,0.67095,0.199006,0.089937,0.002219
311,4,98:14:00,14,187.678936,,,187.684023,Madera,Repique,9,,,11.5,0.11359,,,0.036889
311,4,98:15:00,15,187.780369,,,187.79159,Madera,Repique,9,,,11.5,0.17348,,,0.002834
311,4,98:16:00,16,187.886744,,,187.88431,Madera,Repique,9,,,12,0.092921,,,0.002881
311,4,99:01:00,1,188.018658,188.047869,188.005088,188.035608,Madera,Repique,9,3.5,9.5,12.5,0.714329,0.451952,0.103208,0.211683
311,4,99:02:00,2,188.144265,,,188.16096,Madera,Repique,9,,,12.5,0.105262,,,0.00279
311,4,99:03:00,3,188.247056,,,,Madera,Repique,9,,,,0.110841,,,
311,4,99:04:00,4,188.362244,188.363482,188.335062,188.350564,Madera,Repique,9,3.5,9,13,0.065817,0.296537,0.007085,0.214608
311,4,99:05:00,5,188.488187,,,188.496519,Madera,Repique,9,,,12.5,0.817313,,,0.003685
311,4,99:06:00,6,188.596758,188.607726,,188.606058,Madera,Repique,9,3.5,,13.5,0.101004,0.09531,,0.027931
311,4,99:07:00,7,188.698341,,188.703518,,Madera,Repique,9,,9,,0.099054,,0.009926,
311,4,99:08:00,8,188.823573,,,188.806783,Madera,Repique,9,,,14,0.097135,,,0.200559
311,4,99:09:00,9,188.944817,188.969658,,188.958207,Madera,Repique,9,3.5,,13.5,0.669337,0.424488,,0.361742
311,4,99:10:00,10,189.060924,,189.064832,189.084236,Madera,Repique,9,,9,13,0.113132,,0.024247,0.009275
311,4,99:11:00,11,189.156187,189.186637,,,Madera,Repique,9,3.5,,,0.162209,0.303041,,
311,4,99:12:00,12,189.276201,,,189.283602,Madera,Repique,9,,,13.5,0.037058,,,0.397707
311,4,99:13:00,13,189.408358,,189.397621,189.420371,Madera,Repique,8.5,,9,13,0.456034,,0.054534,0.004159
311,4,99:14:00,14,189.527433,189.459027,,189.534602,Madera,Repique,9,3.5,,13,0.079186,0.195633,,0.098122
311,4,99:15:00,15,189.628381,,,189.630072,Madera,Repique,9,,,13,0.139946,,,0.022721
311,4,99:16:00,16,189.746464,,189.753524,189.734209,Madera,Repique,9,,9.5,13,0.05884,,0.046929,0.0366
311,4,100:01:00,1,189.863147,189.911802,189.868486,189.89054,Madera,Repique,9,3.5,9.5,12.5,0.466415,0.455297,0.067144,0.505821
311,4,100:02:00,2,189.991944,,,190.025151,Madera,Repique,9,,,12.5,0.087162,,,0.471499
311,4,100:03:00,3,190.090607,,,,Madera,Repique,9,,,,0.082955,,,
311,4,100:04:00,4,190.206407,190.233003,190.198685,190.199685,Madera,Repique,9,3.5,9.5,12,0.051544,0.328533,0.073129,0.405191
311,4,100:05:00,5,190.333281,,,190.351731,Madera,Repique,9,,,11,0.517229,,,0.005356
311,4,100:06:00,6,190.451406,190.478993,,190.468137,Madera,Repique,9,3.5,,12,0.089004,0.113314,,0.007983
311,4,100:07:00,7,190.560654,,190.561678,,Madera,Repique,9,,9,,0.13863,,0.026088,
311,4,100:08:00,8,190.67623,,,190.671245,Madera,Repique,9,,,11.5,0.052453,,,0.00664
311,4,100:09:00,9,190.801888,190.846511,,190.823534,Madera,Repique,9,3.5,,11,0.365098,0.407303,,0.019795
311,4,100:10:00,10,190.912976,,190.912302,190.952019,Madera,Repique,9,,9,12,0.107246,,0.014403,0.089363
311,4,100:11:00,11,191.026184,191.043797,,,Madera,Repique,9,3.5,,,0.138021,0.4013,,
311,4,100:12:00,12,191.143231,,,191.149626,Madera,Repique,9,,,11.5,0.093599,,,0.277975
311,4,100:13:00,13,191.295463,191.31831,191.271243,191.301649,Madera,Repique,8.5,3.5,9,10.5,0.305404,0.281678,0.034953,0.003016
311,4,100:14:00,14,191.395965,,,,Madera,Repique,9,,,,0.097081,,,
311,4,100:15:00,15,191.496961,,,,Madera,Repique,9,,,,0.1138,,,
311,4,100:16:00,16,191.609334,,,191.627206,Madera,Repique,9,,,12,0.057947,,,0.011755
311,4,101:01:00,1,191.743888,191.772923,191.732027,191.770965,Madera,Repique,9,3.5,8.5,11.5,0.482352,0.506886,0.050821,0.002595
311,4,101:02:00,2,191.86786,,,,Madera,Repique,8.5,,,,0.099914,,,
311,4,101:03:00,3,191.965274,,,,Madera,Repique,9,,,,0.190751,,,
311,4,101:04:00,4,192.094809,192.099889,192.068155,,Madera,Repique,8.5,3.5,8.5,,0.021054,0.325574,0.017156,
311,4,101:05:00,5,192.205467,,,,Madera,Repique,9,,,,0.509959,,,
311,4,101:06:00,6,192.328223,192.350798,,,Madera,Repique,9,3.5,,,0.097391,0.111914,,
311,4,101:07:00,7,192.42737,,192.435936,,Madera,Repique,9,,9,,0.073688,,0.008645,
311,4,101:08:00,8,192.552115,,,,Madera,Repique,9,,,,0.060324,,,
311,4,101:09:00,9,192.677859,192.715604,,,Madera,Repique,8.5,3.5,,,0.339707,0.370757,,
311,4,101:10:00,10,192.787534,,192.794726,192.818346,Madera,Repique,9,,9,10.5,0.076836,,0.016713,0.382768
311,4,101:11:00,11,192.895211,192.920905,,192.925441,Madera,Repique,9,3.5,,10,0.091995,0.269367,,0.191211
311,4,101:12:00,12,193.010089,,,193.0286,Madera,Repique,9,,,10,0.139461,,,0.005403
311,4,101:13:00,13,193.145743,193.188992,193.148834,193.170443,Madera,Repique,8.5,3.5,8.5,10.5,0.324744,0.236764,0.045604,0.384731
311,4,101:14:00,14,193.272128,,,193.275768,Madera,Repique,9,,,11,0.040953,,,0.003022
311,4,101:15:00,15,193.365934,,,,Madera,Repique,9,,,,0.073572,,,
311,4,101:16:00,16,193.484593,,193.475316,193.488256,Madera,Repique,9,,9,10,0.08091,,0.058563,0.005895
311,4,102:01:00,1,193.618746,193.649846,193.621295,,Madera,Repique,8.5,3.5,8.5,,0.347618,0.570498,0.044245,
311,4,102:02:00,2,193.755678,,,,Madera,Repique,8.5,,,,0.092314,,,
311,4,102:03:00,3,193.845138,,,,Madera,Repique,9,,,,0.142994,,,
311,4,102:04:00,4,193.957834,193.968294,193.9609,,Madera,Repique,9,3.5,9,,0.122761,0.355278,0.016897,
311,4,102:05:00,5,194.089847,,,,Madera,Repique,9,,,,0.3033,,,
