Take,N,Label SD,SD,C,P,R1,R2,R1 part,R2 part,C Dens,P Dens,R1 Dens,R2 Dens,C Peak,P Peak,R1 Peak,R2 Peak
311,4,102:06:00,6,194.207811,194.209598,,,Madera,Repique,8.5,3.5,,,0.049224,0.160347,,
311,4,102:07:00,7,194.304131,,194.314796,,Madera,Repique,9,,9,,0.135058,,0.023785,
311,4,102:08:00,8,194.42033,,,,Madera,Repique,9,,,,0.071339,,,
311,4,102:09:00,9,194.552465,194.576321,,,Madera,Repique,8.5,3.5,,,0.322833,0.465886,,
311,4,102:10:00,10,194.669844,,194.672842,194.70073,Madera,Repique,9,,9,9.5,0.06989,,0.007396,0.364924
311,4,102:11:00,11,194.765675,194.783658,,194.797133,Madera,Repique,9,3.5,,9.5,0.151978,0.253611,,0.309804
311,4,102:12:00,12,194.880441,,,194.900585,Madera,Repique,9,,,9.5,0.067618,,,0.004114
311,4,102:13:00,13,195.03549,195.062374,195.035955,195.05192,Madera,Repique,8.5,3.5,8.5,9.5,0.376617,0.228617,0.061656,0.423231
311,4,102:14:00,14,195.147959,,,195.15539,Madera,Repique,8.5,,,9.5,0.086795,,,0.004354
311,4,102:15:00,15,195.247018,,,,Madera,Repique,9,,,,0.101011,,,
311,4,102:16:00,16,195.365034,,195.357732,195.364025,Madera,Repique,9,,9,10,0.058727,,0.005296,0.006651
311,4,103:01:00,1,195.484708,195.538836,,,Repique,Repique,8.5,3.5,,,0.321159,0.50769,,
311,4,103:02:00,2,195.620412,,195.634678,195.627092,Repique,Repique,8.5,,8.5,10,0.077987,,0.012265,0.192225
311,4,103:03:00,3,195.721306,,,195.735901,Repique,Repique,9,,,10,0.08906,,,0.332961
311,4,103:04:00,4,195.83169,195.852836,,195.837605,Repique,Repique,9,3.5,,10,0.068379,0.284458,,0.008882
311,4,103:05:00,5,195.961992,,195.980404,195.984281,Repique,Repique,8.5,,8,10.5,0.252945,,0.362458,0.372353
311,4,103:06:00,6,196.084763,196.112937,196.069361,196.098919,Repique,Repique,9,3.5,8.5,11,0.071283,0.125807,0.123609,0.013899
311,4,103:07:00,7,196.189331,,,,Repique,Repique,9,,,,0.123973,,,
311,4,103:08:00,8,196.305406,,196.300011,196.303249,Repique,Repique,8.5,,9,11,0.122789,,0.006776,0.012889
311,4,103:09:00,9,196.441052,196.46617,,,Repique,Repique,8.5,3.5,,,0.28334,0.425771,,
311,4,103:10:00,10,196.559685,,196.573585,196.563388,Repique,Repique,8.5,,9,12.5,0.072912,,0.020855,0.243141
311,4,103:11:00,11,196.659725,196.67823,,196.678188,Repique,Repique,9,3.5,,12.5,0.053511,0.313213,,0.351323
311,4,103:12:00,12,196.773298,,,196.778529,Repique,Repique,8.5,,,12.5,0.083912,,,0.005296
311,4,103:13:00,13,196.922514,196.949757,196.917587,196.927215,Repique,Repique,8.5,3.5,10,12.5,0.258123,0.336111,0.174992,0.258774
311,4,103:14:00,14,197.042273,,197.009978,197.042984,Repique,Repique,8.5,,10.5,12.5,0.067723,,0.085492,0.006685
311,4,103:15:00,15,197.144403,,,,Repique,Repique,9,,,,0.060076,,,
311,4,103:16:00,16,197.26122,,197.242902,197.261325,Repique,Repique,8.5,,11,13,0.06062,,0.122065,0.01789
311,4,104:01:00,1,197.401235,197.411523,197.40331,,Repique,Repique,8.5,3.5,10.5,,0.257787,0.545635,0.382891,
311,4,104:02:00,2,197.521896,,197.517873,197.520155,Repique,Repique,8.5,,10.5,13,0.070517,,0.012295,0.298052
311,4,104:03:00,3,197.628698,,,197.634738,Repique,Repique,8.5,,,12.5,0.100049,,,0.288684
311,4,104:04:00,4,197.743244,197.740139,197.73092,197.730086,Repique,Repique,8.5,3.5,11.5,13,0.045486,0.326497,0.397431,0.003429
311,4,104:05:00,5,197.879396,,197.873195,197.873132,Repique,Repique,8.5,,11.5,13,0.313542,,0.414701,0.27075
311,4,104:06:00,6,197.979827,197.992431,197.972533,197.989272,Repique,Repique,8.5,3.5,12,12.5,0.0639,0.129991,0.097094,0.012209
311,4,104:07:00,7,198.077023,,,,Repique,Repique,9,,,,0.095127,,,
311,4,104:08:00,8,198.206642,,198.192675,198.17954,Repique,Repique,8.5,,11.5,13.5,0.043486,,0.007204,0.008691
311,4,104:09:00,9,198.326501,198.363919,,198.350106,Repique,Repique,8.5,3.5,,13,0.322402,0.476517,,0.014067
311,4,104:10:00,10,198.452473,,198.455672,,Repique,Repique,8.5,,11,,0.074177,,0.024659,
311,4,104:11:00,11,198.547852,198.564306,,198.53959,Repique,Repique,9,3.5,,13,0.077772,0.327695,,0.276516
311,4,104:12:00,12,198.666922,,,198.655857,Repique,Repique,8.5,,,13,0.080682,,,0.009053
311,4,104:13:00,13,198.807844,198.828674,198.807893,198.811188,Repique,Repique,8.5,3.5,11.5,13,0.345438,0.345093,0.126329,0.455852
311,4,104:14:00,14,198.935377,,198.900901,198.947839,Repique,Repique,8.5,,12,12.5,0.055743,,0.058423,0.327324
311,4,104:15:00,15,199.028686,,,,Repique,Repique,9,,,,0.119523,,,
311,4,104:16:00,16,199.138147,,199.134707,199.122339,Repique,Repique,9,,11.5,12.5,0.073161,,0.319151,0.005422
311,4,105:01:00,1,199.261947,199.309628,199.283131,199.28794,Repique,Repique,8.5,3.5,11.5,12,0.444472,0.556561,0.031715,0.024529
311,4,105:02:00,2,199.386556,,,199.433839,Repique,Repique,9,,,12,0.104102,,,0.015222
311,4,105:03:00,3,199.498745,,,,Repique,Repique,9,,,,0.091847,,,
311,4,105:04:00,4,199.611886,199.630223,199.614274,199.606169,Repique,Repique,9,3.5,12,12,0.058725,0.387821,0.006357,0.012208
311,4,105:05:00,5,199.744843,,,199.773236,Repique,Repique,8.5,,,12,0.323568,,,0.010573
311,4,105:06:00,6,199.847661,199.87714,,,Repique,Repique,9,3.5,,,0.048411,0.091918,,
311,4,105:07:00,7,199.960888,,199.971855,199.961199,Repique,Repique,9,,11.5,12.5,0.142804,,0.089789,0.253473
311,4,105:08:00,8,200.07968,,,200.073535,Repique,Repique,8.5,,,12.5,0.05645,,,0.260207
311,4,105:09:00,9,200.212358,200.240991,,,Repique,Repique,8.5,3.5,,,0.248299,0.447536,,
311,4,105:10:00,10,200.320151,,200.322426,200.315636,Repique,Repique,9,,11.5,12,0.067826,,0.008734,0.337397
311,4,105:11:00,11,200.435604,200.446616,,,Repique,Repique,9,3.5,,,0.075313,0.193837,,
311,4,105:12:00,12,200.546445,,,200.538714,Repique,Repique,9,,,12,0.06632,,,0.242978
311,4,105:13:00,13,200.689674,200.719112,200.677371,,Repique,Repique,8.5,3.5,9.5,,0.293545,0.346703,0.106064,
311,4,105:14:00,14,200.799198,,,200.772165,Repique,Repique,9,,,12.5,0.065069,,,0.308286
311,4,105:15:00,15,200.9144,,,,Repique,Repique,9,,,,0.067455,,,
311,4,105:16:00,16,201.029545,,201.003522,200.990114,Repique,Repique,8.5,,9,12.5,0.071364,,0.390557,0.286782
311,4,106:01:00,1,201.163021,201.1912,201.155535,,Repique,Repique,8.5,3.5,9,,0.23413,0.552884,0.132162,
311,4,106:02:00,2,201.269648,,,201.234637,Repique,Repique,8.5,,,13,0.068604,,,0.39867
311,4,106:03:00,3,201.387227,,,,Repique,Repique,8.5,,,,0.080399,,,
311,4,106:04:00,4,201.505469,201.515308,201.477793,201.460308,Repique,Repique,8.5,3.5,10,13,0.035694,0.315433,0.006347,0.145419
311,4,106:05:00,5,201.625325,,,,Repique,Repique,8.5,,,,0.238534,,,
311,4,106:06:00,6,201.737831,201.774672,201.71245,201.696872,Repique,Repique,9,3.5,10.5,13.5,0.073008,0.098188,0.008098,0.363528
311,4,106:07:00,7,201.851057,,201.8515,,Repique,Repique,8.5,,11,,0.053082,,0.045162,
311,4,106:08:00,8,201.969566,,,,Repique,Repique,8.5,,,,0.050111,,,
311,4,106:09:00,9,202.087656,202.13835,,202.102336,Repique,Repique,8.5,3.5,,13,0.22293,0.378826,,0.016199
311,4,106:10:00,10,202.207585,,202.210298,,Repique,Repique,9,,11,,0.059788,,0.069832,
311,4,106:11:00,11,202.315729,202.358751,,,Repique,Repique,9,3.5,,,0.071629,0.344843,,
311,4,106:12:00,12,202.438213,,202.42226,202.426436,Repique,Repique,8.5,,10.5,13,0.060836,,0.309527,0.006798
311,4,106:13:00,13,202.576296,202.629894,202.556564,202.585851,Repique,Repique,8.5,3.5,10,13,0.225369,0.265583,0.06159,0.018446
311,4,106:14:00,14,202.690878,,,,Repique,Repique,8.5,,,,0.056857,,,
311,4,106:15:00,15,202.798204,,,,Repique,Repique,9,,,,0.128669,,,
311,4,106:16:00,16,202.917426,,202.904035,202.914494,Repique,Repique,8.5,,11,13,0.088189,,0.050694,0.006333
311,4,107:01:00,1,203.062612,203.093015,,203.081423,Repique,Repique,8.5,3.5,,13,0.263891,0.552208,,0.01117
311,4,107:02:00,2,203.172182,,203.169734,,Repique,Repique,8.5,,10.5,,0.081319,,0.008293,
311,4,107:03:00,3,203.291736,,203.295736,,Repique,Repique,8.5,,10.5,,0.106183,,0.093052,
311,4,107:04:00,4,203.411567,203.41959,,203.415514,Repique,Repique,8.5,3.5,,13,0.0541,0.340143,,0.008128
311,4,107:05:00,5,203.53913,,,203.566367,Repique,Repique,8.5,,,13,0.252538,,,0.476238
311,4,107:06:00,6,203.646177,203.668116,203.667041,,Repique,Repique,8.5,3.5,10.5,,0.068655,0.140811,0.008887,
311,4,107:07:00,7,203.756399,,,,Repique,Repique,8.5,,,,0.156211,,,
311,4,107:08:00,8,203.869843,,,203.882109,Repique,Repique,8.5,,,12.5,0.091518,,,0.182203
311,4,107:09:00,9,203.993295,204.039203,204.027884,204.034358,Repique,Repique,8.5,3.5,10,12,0.274639,0.515271,0.026456,0.002114
311,4,107:10:00,10,204.108,,,204.149359,Repique,Repique,8.5,,,12.5,0.099978,,,0.282851
311,4,107:11:00,11,204.226798,204.239856,,,Repique,Repique,8.5,3.5,,,0.08519,0.406831,,
311,4,107:12:00,12,204.338891,,204.355849,204.350087,Repique,Repique,8.5,,11.5,12,0.107437,,0.326587,0.015843
311,4,107:13:00,13,204.481982,204.509073,204.505618,204.501654,Repique,Repique,8.5,3.5,11.5,12,0.275846,0.335496,0.008673,0.38815
311,4,107:14:00,14,204.593649,,,204.611741,Repique,Repique,8.5,,,11.5,0.137486,,,0.200237
311,4,107:15:00,15,204.698125,,,204.718495,Repique,Repique,8.5,,,11.5,0.145586,,,0.395815
311,4,107:16:00,16,204.815579,,204.831983,204.805155,Repique,Repique,8.5,,12,11.5,0.144528,,0.261606,0.522493
311,4,108:01:00,1,204.953136,204.983856,204.984476,204.963267,Repique,Repique,8.5,3.5,12,11,0.330154,0.574164,0.031763,0.483867
311,4,108:02:00,2,205.064687,,,205.083977,Repique,Repique,8.5,,,10,0.124362,,,0.651914
311,4,108:03:00,3,205.180285,,,,Repique,Repique,8.5,,,,0.087101,,,
311,4,108:04:00,4,205.294762,205.301257,205.290355,205.270144,Repique,Repique,8.5,3.5,12.5,9.5,0.081658,0.382121,0.186615,0.406089
311,4,108:05:00,5,205.431464,,205.450748,205.421151,Repique,Repique,8.5,,11.5,9,0.391266,,0.012864,0.0042
311,4,108:06:00,6,205.536876,205.543885,,205.525639,Repique,Repique,9,3.5,,10,0.120125,0.106768,,0.024677
311,4,108:07:00,7,205.644664,,,,Repique,Repique,9,,,,0.111768,,,
311,4,108:08:00,8,205.762061,,205.758978,205.729898,Repique,Repique,8.5,,13.5,9.5,0.086328,,0.161798,0.309809
311,4,108:09:00,9,205.889149,205.917609,205.910598,205.891335,Repique,Repique,8.5,3.5,12.5,9,0.335602,0.548844,0.042146,0.44256
311,4,108:10:00,10,206.002834,,,206.014932,Repique,Repique,8.5,,,9.5,0.09258,,,0.29711
311,4,108:11:00,11,206.115444,206.097655,,,Repique,Repique,8.5,3.5,,,0.175444,0.092103,,
311,4,108:12:00,12,206.221578,,206.220868,206.200406,Repique,Repique,9,,13,8.5,0.080864,,0.147595,0.003938
311,4,108:13:00,13,206.362195,206.37446,206.365032,206.355841,Repique,Repique,8.5,3.5,12,9,0.312,0.755137,0.007992,0.469058
311,4,108:14:00,14,206.476908,,,206.467507,Repique,Repique,9,,,9.5,0.101166,,,0.154114
311,4,108:15:00,15,206.582942,206.58254,,206.581625,Repique,Repique,9,3.5,,9,0.060524,0.477286,,0.467147
311,4,108:16:00,16,206.69754,,206.685473,206.666192,Repique,Repique,9,,12.5,9,0.082171,,0.263261,0.007957
311,4,109:01:00,1,206.827384,206.855307,206.842522,206.825985,Repique,Repique,8.5,4,11.5,9,0.366707,0.711463,0.00876,0.43504
311,4,109:02:00,2,206.944051,,,206.949132,Repique,Repique,9,,,9.5,0.097733,,,0.00223
311,4,109:03:00,3,207.040897,,,,Repique,Repique,9,,,,0.201168,,,
311,4,109:04:00,4,207.154941,207.169994,207.160844,207.137229,Repique,Repique,9,4,11.5,9.5,0.066639,0.332834,0.290769,0.009739
311,4,109:05:00,5,207.29599,,207.324346,207.286305,Repique,Repique,8.5,,11.5,10,0.496599,,0.006674,0.4698
311,4,109:06:00,6,207.396121,207.412283,,207.390881,Repique,Repique,9,4,,10.5,0.107231,0.098269,,0.051581
311,4,109:07:00,7,207.505522,,,,Repique,Repique,9,,,,0.10295,,,
311,4,109:08:00,8,207.618135,,207.628478,207.589952,Repique,Repique,9,,10,10.5,0.076091,,0.32127,0.011413
311,4,109:09:00,9,207.756682,,207.775949,207.748995,Repique,Repique,9,,9.5,10.5,0.551224,,0.052721,0.35952
311,4,109:10:00,10,207.85496,,,207.871588,Repique,Repique,9,,,11,0.127507,,,0.004511
311,4,109:11:00,11,207.955032,207.972059,,,Repique,Repique,9,4,,,0.221216,0.388675,,
311,4,109:12:00,12,208.07004,,208.086172,208.074483,Repique,Repique,9,,9.5,11,0.076229,,0.011942,0.00378
311,4,109:13:00,13,208.200016,208.24956,208.235748,208.213815,Repique,Repique,9,4,10,11.5,0.570963,0.39144,0.051454,0.532864
311,4,109:14:00,14,208.330298,,,208.323895,Repique,Repique,9,,,11.5,0.150475,,,0.096309
311,4,109:15:00,15,208.423184,,,208.43278,Repique,Repique,9,,,11.5,0.192742,,,0.425416
311,4,109:16:00,16,208.538425,,208.529245,208.52065,Repique,Repique,9,,10.5,11.5,0.07597,,0.297496,0.023983
311,4,110:01:00,1,208.664261,208.704259,208.68842,208.673319,Repique,Repique,9,3.5,10,11.5,0.583371,0.639695,0.057961,0.396713
311,4,110:02:00,2,208.792099,,,208.803585,Repique,Repique,9,,,11.5,0.109333,,,0.747971
311,4,110:03:00,3,208.896548,,,,Repique,Repique,9,,,,0.188431,,,
311,4,110:04:00,4,209.008563,209.014767,,208.983893,Repique,Repique,9,3.5,,11,0.0459,0.328366,,0.004919
311,4,110:05:00,5,209.132001,,,209.138096,Repique,Repique,9,,,11,0.666099,,,0.689991
311,4,110:06:00,6,209.244802,209.265508,209.247661,209.237745,Repique,Repique,9,3.5,10.5,11.5,0.106036,0.078155,0.204956,0.051965
311,4,110:07:00,7,209.348788,,209.352688,,Repique,Repique,9,,10.5,,0.133869,,0.10792,
311,4,110:08:00,8,209.466448,,,209.436508,Repique,Repique,9,,,11.5,0.056365,,,0.012736
311,4,110:09:00,9,209.585373,,,209.595075,Repique,Repique,9,,,11,0.716424,,,0.342584
311,4,110:10:00,10,209.697002,,209.700857,209.720828,Repique,Repique,9,,11.5,11,0.102776,,0.013884,0.016577
311,4,110:11:00,11,209.803263,209.825483,,,Repique,Repique,9,3.5,,,0.129171,0.375196,,
311,4,110:12:00,12,209.914869,,,209.911361,Repique,Repique,9,,,11,0.031127,,,0.018846
311,4,110:13:00,13,210.06672,210.096991,210.050289,210.062521,Repique,Repique,9,3.5,11,11.5,0.554432,0.271745,0.02852,0.381392
311,4,110:14:00,14,210.16591,,,210.169846,Repique,Repique,9,,,11.5,0.081835,,,0.110491
311,4,110:15:00,15,210.274184,,,210.282769,Repique,Repique,9,,,11,0.167207,,,0.666702
311,4,110:16:00,16,210.39486,,210.367979,210.366303,Repique,Repique,9,,10,11,0.119156,,0.021549,0.011657
311,4,111:01:00,1,210.513649,210.556933,210.511946,210.523694,Madera,Repique,9,3.5,10,11,0.493803,0.618329,0.075351,0.470879
311,4,111:02:00,2,210.634424,,,210.641724,Madera,Repique,9,,,11.5,0.067651,,,0.024692
311,4,111:03:00,3,210.746326,,,,Madera,Repique,9,,,,0.11104,,,
311,4,111:04:00,4,210.855933,210.857224,210.842339,210.823285,Madera,Repique,9,3.5,9.5,11,0.059044,0.349287,0.046977,0.012344
311,4,111:05:00,5,210.981793,,,210.971908,Madera,Repique,9,,,12,0.499196,,,0.003817
311,4,111:06:00,6,211.089676,211.096804,,211.077377,Madera,Repique,9,3.5,,12.5,0.087517,0.118288,,0.023638
311,4,111:07:00,7,211.205071,,211.194013,,Madera,Repique,9,,9.5,,0.082889,,0.009881,
311,4,111:08:00,8,211.326821,,,211.270462,Madera,Repique,9,,,12,0.042123,,,0.012734
311,4,111:09:00,9,211.443697,211.458297,,211.423024,Madera,Repique,9,3.5,,12,0.637742,0.455647,,0.748633
311,4,111:10:00,10,211.549875,,211.549253,211.546084,Madera,Repique,9,,9.5,12,0.086827,,0.017738,0.033574
311,4,111:11:00,11,211.651554,211.658232,,,Madera,Repique,9,3.5,,,0.073753,0.392959,,
311,4,111:12:00,12,211.777919,,,211.739293,Madera,Repique,9,,,12,0.063001,,,0.009177
311,4,111:13:00,13,211.908722,211.91753,211.903944,211.884136,Madera,Repique,9,3.5,9.5,12.5,0.576569,0.123696,0.084282,0.463021
311,4,111:14:00,14,212.019102,,,211.994314,Madera,Repique,9,,,12.5,0.109479,,,0.233588
311,4,111:15:00,15,212.111492,212.120752,,212.113797,Madera,Repique,9,3.5,,12,0.094027,0.077407,,0.462683
311,4,111:16:00,16,212.230437,,212.200184,212.191946,Madera,Repique,9,,9.5,12,0.066682,,0.008256,0.018273
311,4,112:01:00,1,212.363805,,212.356375,212.34521,Madera,Repique,9,,10,12.5,0.429133,,0.062112,0.261666
311,4,112:02:00,2,212.469864,,,212.452925,Madera,Repique,9,,,12.5,0.078491,,,0.006243
311,4,112:03:00,3,212.571651,212.555972,,212.553234,Madera,Repique,9,4.5,,12.5,0.064396,0.296336,,0.503981
311,4,112:04:00,4,212.689549,212.683946,212.693707,212.657813,Madera,Repique,9,4.5,10,12.5,0.077301,0.627061,0.008722,0.343563
311,4,112:05:00,5,212.796934,,,212.790478,Madera,Repique,9,,,13,0.597167,,,0.589343
311,4,112:06:00,6,212.921033,212.905697,,212.901578,Madera,Repique,9,4.5,,12.5,0.087043,0.288926,,0.011241
311,4,112:07:00,7,213.011593,,213.04369,,Madera,Repique,9,,11,,0.177135,,0.019084,
311,4,112:08:00,8,213.130255,213.120127,,213.097071,Madera,Repique,9,4.5,,11.5,0.095695,0.280671,,0.022074
311,4,112:09:00,9,213.260181,213.280755,,213.251313,Madera,Repique,9,5,,12,0.520185,0.576581,,0.556458
311,4,112:10:00,10,213.369286,213.388733,213.376887,213.372798,Madera,Repique,9,5.5,11,12,0.092597,0.41571,0.014025,0.515379
311,4,112:11:00,11,213.469516,,,,Madera,Repique,9,,,,0.228486,,,
311,4,112:12:00,12,213.575225,,,213.567484,Madera,Repique,9,,,11,0.091558,,,0.469487
311,4,112:13:00,13,213.705041,213.747937,213.719683,213.712896,Madera,Repique,9,5,11.5,10.5,0.66643,0.627339,0.100009,0.006385
311,4,112:14:00,14,213.827041,,,213.818942,Madera,Repique,9,,,11,0.094025,,,0.251078
311,4,112:15:00,15,213.923158,213.944787,,213.926496,Madera,Repique,9,5,,10.5,0.194914,0.148203,,0.452805
311,4,112:16:00,16,214.028728,,,214.02385,Madera,Repique,9,,,10.5,0.122098,,,0.031177
311,4,113:01:00,1,214.166446,214.210927,214.180556,214.173538,Madera,Repique,9,5,11.5,11,0.829976,0.409966,0.122108,0.402018
311,4,113:02:00,2,214.285905,,,214.297144,Madera,Repique,9,,,11,0.15079,,,0.008429
311,4,113:03:00,3,214.383751,,,,Madera,Repique,9,,,,0.1433,,,
311,4,113:04:00,4,214.49747,214.51387,214.506896,214.473627,Madera,Repique,9,5,11.5,10.5,0.08373,0.419967,0.015947,0.52598
311,4,113:05:00,5,214.624793,,,214.622782,Madera,Repique,9,,,10,0.916901,,,0.547503
311,4,113:06:00,6,214.733773,214.743674,,214.728575,Madera,Repique,9,4.5,,10,0.129313,0.226432,,0.034273
311,4,113:07:00,7,214.831785,,214.850374,,Madera,Repique,9,,11,,0.189943,,0.024859,
311,4,113:08:00,8,214.948836,,,214.922976,Madera,Repique,9,,,10.5,0.054291,,,0.017332
311,4,113:09:00,9,215.075787,215.117936,,215.078248,Madera,Repique,9,4.5,,11,0.755747,0.410033,,0.644941
311,4,113:10:00,10,215.187184,,215.191215,215.203312,Madera,Repique,9,,10.5,11,0.103278,,0.02215,0.013431
311,4,113:11:00,11,215.279847,215.316488,,,Madera,Repique,9,4,,,0.155644,0.227686,,
311,4,113:12:00,12,215.401056,,,215.386959,Madera,Repique,9,,,11,0.079386,,,0.789691
311,4,113:13:00,13,215.531174,215.575125,215.540302,215.53152,Madera,Repique,9,4,9.5,11.5,0.557716,0.15286,0.075433,0.360033
311,4,113:14:00,14,215.653048,,,215.643537,Madera,Repique,9,,,11.5,0.114744,,,0.06014
311,4,113:15:00,15,215.759772,,,,Madera,Repique,9,,,,0.183906,,,
311,4,113:16:00,16,215.877389,,,215.830849,Madera,Repique,9,,,11,0.06919,,,0.003733
311,4,114:01:00,1,216.00057,216.012412,215.989751,215.982663,Madera,Repique,9,3.5,10,11.5,0.566716,0.581375,0.073849,0.57252
311,4,114:02:00,2,216.113307,,,216.104693,Madera,Repique,9,,,11.5,0.107448,,,0.042596
311,4,114:03:00,3,216.217771,,,,Madera,Repique,9,,,,0.111072,,,
311,4,114:04:00,4,216.325029,216.326369,216.33314,216.290991,Madera,Repique,9,3.5,10,11.5,0.025422,0.348483,0.024477,0.581867
311,4,114:05:00,5,216.430248,,,216.438971,Madera,Repique,9,,,11,0.518203,,,0.175881
311,4,114:06:00,6,216.566694,216.56568,,216.548684,Madera,Repique,9,3.5,,11,0.083624,0.110237,,0.05644
311,4,114:07:00,7,216.667927,,216.679674,,Madera,Repique,9,,9.5,,0.09705,,0.077186,
311,4,114:08:00,8,216.794576,,,216.746196,Madera,Repique,9,,,11.5,0.060851,,,0.015613
311,4,114:09:00,9,216.905076,216.929755,,216.89627,Madera,Repique,9,3.5,,11.5,0.400773,0.473442,,0.003811
311,4,114:10:00,10,217.019344,,217.032451,217.023602,Madera,Repique,9,,9.5,12,0.056492,,0.048515,0.01974
311,4,114:11:00,11,217.118197,217.133661,,,Madera,Repique,9,3.5,,,0.189888,0.393097,,
311,4,114:12:00,12,217.244165,,,217.212475,Madera,Repique,9,,,11.5,0.05326,,,0.008804
311,4,114:13:00,13,217.370543,217.39713,217.370404,217.356964,Madera,Repique,9,3.5,9.5,11.5,0.359879,0.315458,0.050593,0.004299
311,4,114:14:00,14,217.490349,,,,Madera,Repique,9,,,,0.089254,,,
311,4,114:15:00,15,217.580347,,,,Madera,Repique,9,,,,0.096773,,,
311,4,114:16:00,16,217.702641,,,217.681361,Madera,Repique,9,,,12.5,0.126709,,,0.004583
311,4,115:01:00,1,217.823803,217.849053,217.817299,217.824479,Madera,Repique,9,3.5,9.5,13,0.461583,0.563454,0.058826,0.002781
311,4,115:02:00,2,217.9464,,,,Madera,Repique,9,,,,0.092403,,,
311,4,115:03:00,3,218.048145,,,,Madera,Repique,9,,,,0.101533,,,
311,4,115:04:00,4,218.166972,218.169631,218.154072,,Madera,Repique,9,3.5,9,,0.050197,0.27154,0.01419,
311,4,115:05:00,5,218.278723,,,,Madera,Repique,9,,,,0.425813,,,
311,4,115:06:00,6,218.397144,218.412521,,,Madera,Repique,9,3.5,,,0.071756,0.152063,,
311,4,115:07:00,7,218.50545,,218.507293,,Madera,Repique,9,,9,,0.075288,,0.026583,
311,4,115:08:00,8,218.62809,,,,Madera,Repique,9,,,,0.053138,,,
311,4,115:09:00,9,218.737573,218.759195,,,Madera,Repique,9,3.5,,,0.330107,0.505542,,
311,4,115:10:00,10,218.859696,,218.868172,218.876672,Madera,Repique,9,,9,10.5,0.03888,,0.022884,0.473833
311,4,115:11:00,11,218.955613,218.973989,,218.996958,Madera,Repique,9,3.5,,10,0.07272,0.385873,,0.00319
311,4,115:12:00,12,219.080393,,,,Madera,Repique,9,,,,0.027925,,,
311,4,115:13:00,13,219.227881,219.247014,219.21296,219.222578,Madera,Repique,9,3.5,9,9.5,0.312479,0.421147,0.041967,0.003618
311,4,115:14:00,14,219.329905,,,,Madera,Repique,9,,,,0.049814,,,
311,4,115:15:00,15,219.426286,,,,Madera,Repique,9,,,,0.065805,,,
311,4,115:16:00,16,219.556897,,219.54323,219.553087,Madera,Repique,9,,9,9.5,0.046325,,0.010602,0.483599
311,4,116:01:00,1,219.673043,219.699148,,219.705277,Repique,Madera,9,3.5,,8.5,0.308426,0.612795,,0.015881
311,4,116:02:00,2,219.80548,,219.80898,,Repique,Madera,9,,9,,0.031342,,0.526199,
311,4,116:03:00,3,219.905841,,,,Repique,Madera,9,,,,0.095459,,,
311,4,116:04:00,4,220.020587,220.033547,,220.030755,Repique,Madera,9,3.5,,7.5,0.032796,0.347528,,0.01164
311,4,116:05:00,5,220.163641,,220.160141,,Repique,Madera,9,,7.5,,0.283552,,0.310642,
311,4,116:06:00,6,220.276051,220.292683,220.250464,,Repique,Madera,9,3.5,8,,0.052447,0.131374,0.169378,
311,4,116:07:00,7,220.370705,,,220.376783,Repique,Madera,9,,,9,0.084715,,,0.011194
311,4,116:08:00,8,220.491561,,220.490926,,Repique,Madera,9,,8.5,,0.024709,,0.010058,
311,4,116:09:00,9,220.593037,220.652573,,,Repique,Madera,9,3.5,,,0.285867,0.44481,,
311,4,116:10:00,10,220.733587,,220.764186,,Repique,Madera,9,,8,,0.043443,,0.00781,
311,4,116:11:00,11,220.840239,220.864026,,220.834126,Repique,Madera,9,3.5,,10,0.056383,0.149632,,0.002531
311,4,116:12:00,12,220.967609,,,,Repique,Madera,8.5,,,,0.046699,,,
311,4,116:13:00,13,221.092359,221.137063,221.102032,221.096286,Repique,Madera,8.5,3.5,7.5,10,0.309811,0.255796,0.020442,0.008014
311,4,116:14:00,14,221.217819,,,,Repique,Madera,9,,,,0.041984,,,
311,4,116:15:00,15,221.324659,,221.317211,,Repique,Madera,9,,8,,0.041916,,0.341899,
311,4,116:16:00,16,221.443677,,221.414299,,Repique,Madera,8.5,,8,,0.065898,,0.926637,
311,4,117:01:00,1,221.557156,221.603855,221.560303,221.571893,Repique,Madera,8.5,3.5,7.5,10,0.298395,0.515312,0.005844,0.010976
311,4,117:02:00,2,221.682568,,,,Repique,Madera,8.5,,,,0.057763,,,
311,4,117:03:00,3,221.790042,,,,Repique,Madera,9,,,,0.081979,,,
311,4,117:04:00,4,221.904949,221.91706,221.908307,221.892228,Repique,Madera,9,3.5,7.5,11,0.305406,0.25912,0.043024,0.00546
311,4,117:05:00,5,,,,,Repique,Madera,,,,,,,,
311,4,117:06:00,6,222.135352,222.177598,,,Repique,Madera,8.5,3.5,,,0.067228,0.093224,,
311,4,117:07:00,7,222.238892,,222.256587,222.253882,Repique,Madera,8.5,,7.5,11.5,0.169415,,0.02375,0.006664
311,4,117:08:00,8,222.35942,,,,Repique,Madera,8.5,,,,0.076597,,,
311,4,117:09:00,9,222.483669,222.544795,,,Repique,Madera,8.5,3.5,,,0.265227,0.393055,,
311,4,117:10:00,10,222.608516,,,,Repique,Madera,8,,,,0.076742,,,
311,4,117:11:00,11,222.711503,222.738395,,222.713016,Repique,Madera,8.5,3.5,,11.5,0.097,0.239177,,0.002141
