Take,Piece,N,Label SD,SD,J1,J2,D1,D2,J1 Dens,J2 Dens,D1 Dens,D2 Dens,Jembe 1,Jembe 2,Dundun 1,Dundun 2
Maraka_1,Maraka,3,36|7,7,60.699,60.692,,,6.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|8,8,60.843,,60.825,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|9,9,60.952,60.95,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|10,10,61.062,61.085,61.071,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|11,11,61.222,,,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|12,12,,61.326,61.323,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|1,1,61.461,61.478,61.473,,6.5,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|2,2,61.619,,,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|3,3,61.721,61.727,61.725,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|4,4,61.858,61.86,,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|5,5,61.999,,61.997,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|6,6,62.124,62.097,,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|7,7,62.245,62.258,,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|8,8,62.388,,62.378,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|9,9,62.504,62.507,,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|10,10,62.631,62.641,62.617,,7.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|11,11,62.78,,,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,37|12,12,,62.875,62.868,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|1,1,63.018,63.027,63.017,,6.5,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|2,2,63.173,,,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|3,3,63.278,63.279,63.274,,6.5,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|4,4,63.405,63.41,,,7.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|5,5,63.559,,63.558,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|6,6,,63.654,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|7,7,63.802,63.8,,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|8,8,63.951,,63.935,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|9,9,64.056,64.062,,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|10,10,64.181,64.198,64.182,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|11,11,64.325,,,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,38|12,12,,64.434,64.427,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|1,1,64.569,64.575,64.576,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|2,2,64.72,,,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|3,3,64.821,64.83,64.831,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|4,4,64.947,64.964,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|5,5,65.095,,65.098,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|6,6,65.216,65.205,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|7,7,65.338,65.348,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|8,8,65.483,,65.477,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|9,9,65.586,65.597,65.59,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|10,10,65.725,65.734,65.741,,7.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|11,11,65.864,,,,7.5,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,39|12,12,,65.958,65.977,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|1,1,66.115,66.121,66.121,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|2,2,66.264,,,,7,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|3,3,66.367,66.372,66.359,,7,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|4,4,66.497,66.51,,,7.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|5,5,66.654,,66.64,,7.5,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|6,6,,66.747,,,7,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|7,7,66.889,66.899,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|8,8,67.04,,67.03,,7,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|9,9,67.143,67.143,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|10,10,67.265,67.282,67.275,,7,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|11,11,67.419,,,,7,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,40|12,12,,67.52,67.526,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|1,1,67.663,67.671,67.667,,6.5,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|2,2,67.816,,,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|3,3,67.916,67.918,67.918,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|4,4,68.048,68.057,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|5,5,68.191,,68.194,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|6,6,68.314,68.293,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|7,7,68.443,68.446,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|8,8,68.579,,68.579,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|9,9,68.694,68.684,,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|10,10,68.817,68.823,68.826,,7.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|11,11,68.965,,,,7.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,41|12,12,,69.06,69.064,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|1,1,69.204,69.215,69.213,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|2,2,69.362,,,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|3,3,69.46,69.467,69.457,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|4,4,69.591,69.611,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|5,5,69.746,,69.732,,7.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|6,6,,69.844,,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|7,7,69.979,69.995,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|8,8,70.127,,70.123,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|9,9,70.236,70.231,,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|10,10,70.356,70.376,70.366,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|11,11,70.515,,,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,42|12,12,,70.6,70.61,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|1,1,70.751,70.752,70.755,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|2,2,70.897,,,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|3,3,71.003,71.007,71,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|4,4,71.127,71.147,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|5,5,71.269,,71.263,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|6,6,71.394,71.389,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|7,7,71.517,71.524,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|8,8,71.648,,71.649,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|9,9,71.765,71.761,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|10,10,71.89,71.897,71.887,,7.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|11,11,72.036,,,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,43|12,12,72.157,72.12,72.138,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|1,1,72.279,72.279,72.274,,7,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|2,2,72.412,,,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|3,3,72.525,72.52,72.522,,7.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|4,4,72.654,72.656,,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|5,5,72.79,,72.793,,7.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|6,6,72.911,72.898,,,7.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|7,7,73.028,73.038,,,8,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|8,8,73.163,,73.183,,7.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|9,9,73.282,73.278,,,8,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|10,10,73.404,73.416,73.412,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|11,11,73.548,,,,7.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,44|12,12,73.661,73.642,73.651,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|1,1,73.789,73.79,73.796,,8,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|2,2,73.92,,,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|3,3,74.042,74.032,74.04,,8,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|4,4,74.163,74.17,,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|5,5,74.3,,74.301,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|6,6,74.416,74.403,,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|7,7,74.542,74.55,,,8,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|8,8,74.671,,74.677,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|9,9,74.793,74.784,,,8,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|10,10,74.911,74.924,74.914,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|11,11,75.06,,,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,45|12,12,,75.153,75.16,,7.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|1,1,75.298,75.305,,,7.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|2,2,75.455,,,,7.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|3,3,75.548,75.543,75.554,,7.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|4,4,75.672,75.694,,,7.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|5,5,75.834,,75.828,,7.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|6,6,,75.929,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|7,7,76.069,76.073,,,7,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|8,8,76.221,,76.203,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|9,9,76.316,76.311,,,7,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|10,10,76.438,76.452,76.44,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|11,11,76.593,,,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,46|12,12,,76.677,76.69,,6.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|1,1,76.822,76.834,76.83,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|2,2,76.972,,,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|3,3,77.077,77.07,77.076,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|4,4,77.207,77.21,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|5,5,77.341,,77.343,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|6,6,77.465,77.447,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|7,7,77.579,77.591,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|8,8,77.718,,77.716,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|9,9,77.835,77.83,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|10,10,77.956,77.962,77.962,,7.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|11,11,78.093,,,,7.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,47|12,12,78.212,78.187,78.2,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|1,1,78.335,78.341,78.34,,7.5,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|2,2,78.473,,,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|3,3,78.585,78.575,78.586,,7.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|4,4,78.711,78.715,,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|5,5,78.847,,78.849,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|6,6,78.965,78.948,,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|7,7,79.091,79.094,,,8,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|8,8,79.213,,79.229,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|9,9,79.333,79.328,,,8,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|10,10,79.451,79.469,79.458,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|11,11,79.58,,,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,48|12,12,79.697,79.69,79.701,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|1,1,79.823,79.84,79.837,,8,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|2,2,79.952,,,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|3,3,80.073,80.069,80.078,,8,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|4,4,80.212,80.206,,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|5,5,80.339,,80.332,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|6,6,80.461,80.437,,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|7,7,80.582,80.588,,,8,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|8,8,,,80.714,,7.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|9,9,80.814,80.821,,,7.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|10,10,80.951,80.961,80.95,,7.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|11,11,81.091,,,,7.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,49|12,12,,81.186,81.188,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|1,1,,81.337,81.332,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|2,2,81.468,,,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|3,3,81.573,81.577,81.58,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|4,4,81.715,81.71,,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|5,5,81.86,,81.84,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|6,6,,81.947,,,6,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|7,7,82.092,82.099,,,6,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|8,8,82.239,,82.225,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|9,9,82.34,82.339,,,6,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|10,10,,82.469,82.474,,5.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|11,11,,,,,5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,50|12,12,82.721,82.702,82.717,,5.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|1,1,82.839,82.856,82.862,,5.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|2,2,83.006,,,,5.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|3,3,83.105,83.099,83.094,,6,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|4,4,83.213,83.234,,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|5,5,83.367,,83.37,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|6,6,,83.47,,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|7,7,83.587,83.614,,,6.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|8,8,83.731,,83.744,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|9,9,,83.844,,,6,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|10,10,83.976,83.976,83.979,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|11,11,,,,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,51|12,12,84.24,84.205,84.218,,6,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|1,1,84.366,84.361,84.369,,6,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|2,2,84.485,,,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|3,3,84.616,84.602,84.615,,7,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|4,4,,84.739,,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|5,5,,,84.884,,6,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|6,6,,84.971,,,5.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|7,7,,85.117,,,4.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|8,8,,,85.27,,4,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|9,9,,85.352,,,3.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|10,10,,85.496,85.501,,3.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|11,11,,,,,3,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,52|12,12,85.725,85.725,85.749,,3,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|1,1,85.845,85.882,85.892,,3.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|2,2,86.017,,,,4,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|3,3,86.117,86.113,86.122,,4.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|4,4,86.24,86.238,,,4.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|5,5,86.397,,86.391,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|6,6,,86.496,,,4,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|7,7,86.611,86.64,,,4,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|8,8,86.77,,86.758,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|9,9,,86.882,,,4.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|10,10,87.001,87.01,87.002,,5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|11,11,,,,,5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,53|12,12,87.257,87.248,87.237,,5.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,54|1,1,87.397,87.403,87.382,,6,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,54|2,2,,,,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,54|3,3,,87.647,87.635,,6,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,54|4,4,,87.772,,,5.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
