Take,Piece,N,Label SD,SD,J1,J2,D1,D2,J1 Dens,J2 Dens,D1 Dens,D2 Dens,Jembe 1,Jembe 2,Dundun 1,Dundun 2
Maraka_1,Maraka,3,18|7,7,32.351,32.366,,,7,4.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,18|8,8,,,32.502,,6,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,18|9,9,,32.614,,,5.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,18|10,10,32.749,32.76,32.748,,5.5,4.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,18|11,11,32.901,,,,5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,18|12,12,33.024,33.013,33.011,,5.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|1,1,33.163,33.161,33.165,,5.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|2,2,,,,,5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|3,3,,33.424,33.42,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|4,4,33.592,33.568,,,4,4.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|5,5,33.715,,33.691,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|6,6,33.844,33.821,,,5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|7,7,33.969,33.972,,,5.5,4.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|8,8,34.117,,34.102,,5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|9,9,34.233,34.234,,,5,4.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|10,10,34.365,34.375,34.346,,5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|11,11,34.499,,,,5.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,19|12,12,34.616,34.623,34.613,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|1,1,34.75,34.769,34.76,,6.5,4.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|2,2,,,,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|3,3,,35.03,35.01,,5.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|4,4,35.165,35.17,,,5.5,4.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|5,5,35.281,,35.281,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|6,6,35.419,35.417,,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|7,7,35.557,35.557,,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|8,8,,,35.683,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|9,9,,35.819,,,5.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|10,10,35.956,35.96,,,5.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|11,11,36.093,,,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,20|12,12,36.223,36.204,,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|1,1,36.352,36.354,36.316,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|2,2,,,,,5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|3,3,,36.594,36.59,,4.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|4,4,36.771,36.735,,,4.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|5,5,36.887,,36.874,,5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|6,6,37.014,36.991,,,5.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|7,7,37.146,37.144,,,5.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|8,8,37.29,,37.283,,5.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|9,9,37.412,37.402,,,5.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|10,10,37.542,37.544,,,5.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|11,11,37.684,,,,6,5,2,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,21|12,12,37.799,37.791,37.814,,6.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|1,1,37.935,37.942,37.958,,6.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|2,2,38.083,,,,6.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|3,3,38.204,38.199,38.203,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|4,4,38.339,38.341,,,6.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|5,5,38.486,,38.49,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|6,6,38.602,38.596,,,7.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|7,7,38.742,38.747,,,7.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|8,8,38.888,,38.877,,7.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|9,9,39.004,39,,,7.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|10,10,39.133,39.137,,,7.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|11,11,39.275,,,,7.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,22|12,12,39.39,39.386,39.375,,7.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|1,1,39.534,39.54,39.519,,7.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|2,2,,,,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|3,3,,39.787,39.783,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|4,4,39.91,39.93,,,6.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|5,5,40.047,,40.086,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|6,6,40.18,40.179,,,6.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|7,7,40.32,40.323,,,6.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|8,8,,,40.458,,6,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|9,9,,40.577,,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|10,10,40.7,40.715,,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|11,11,40.832,,,,6,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,23|12,12,40.961,40.969,40.969,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|1,1,41.101,41.115,41.099,,5.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|2,2,,,,,5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|3,3,,41.362,41.355,,4.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|4,4,41.508,41.502,,,4.5,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|5,5,41.638,,41.635,,5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|6,6,41.762,41.744,,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|7,7,41.895,41.896,,,5.5,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|8,8,42.037,,42.053,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|9,9,42.154,42.153,,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|10,10,42.286,42.3,,,6,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|11,11,42.427,,,,6,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,24|12,12,42.546,42.549,42.518,,6.5,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|1,1,42.684,42.695,42.66,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|2,2,,,,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|3,3,,42.941,42.914,,5.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|4,4,43.064,43.076,,,6,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|5,5,43.199,,43.19,,6,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|6,6,43.324,43.33,,,6.5,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|7,7,43.461,43.466,,,7,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|8,8,,,43.603,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|9,9,,43.713,,,6,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|10,10,43.841,43.851,,,6,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|11,11,43.985,,,,6,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,25|12,12,44.108,44.096,44.1,,6,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|1,1,44.241,44.245,44.242,,6,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|2,2,,,,,5.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|3,3,,44.487,44.504,,5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|4,4,44.651,44.636,,,5,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|5,5,44.771,,,,5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|6,6,44.895,44.881,,,5.5,5.5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|7,7,45.023,45.039,,,6,5.5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|8,8,45.175,,45.171,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|9,9,45.287,45.277,,,6,5.5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|10,10,45.423,45.427,,,6,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|11,11,45.557,,,,5.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,26|12,12,45.679,45.663,45.653,,6.5,5.5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|1,1,45.817,45.818,45.809,,6.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|2,2,,,,,6.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|3,3,,46.07,46.057,,6,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|4,4,46.208,46.22,,,6,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|5,5,46.334,,,,6,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|6,6,46.463,46.458,,,6.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|7,7,46.602,46.606,,,7,5.5,2,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|8,8,,,46.738,,6.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|9,9,,46.849,,,5.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|10,10,46.99,46.992,,,5.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|11,11,47.126,,,,5.5,5,2,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,27|12,12,47.244,47.229,47.236,,5.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|1,1,47.377,47.387,47.385,,5.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|2,2,,,,,5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|3,3,,47.627,47.64,,4.5,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|4,4,47.776,47.775,,,4.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|5,5,47.906,,,,5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|6,6,48.03,48.025,48.027,,5.5,5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|7,7,48.16,48.171,,,6,5.5,2.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|8,8,48.309,,48.296,,6,5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|9,9,48.418,48.42,,,6,5.5,3,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|10,10,48.555,48.56,48.542,,6,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|11,11,48.692,,,,6,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,28|12,12,48.807,48.788,48.792,,6.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|1,1,48.941,48.948,48.941,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|2,2,49.09,,,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|3,3,49.203,49.187,49.192,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|4,4,49.338,49.331,,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|5,5,49.477,,49.479,,6.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|6,6,49.598,49.57,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|7,7,49.725,49.721,,,7.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|8,8,49.872,,49.862,,7.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|9,9,49.98,49.971,,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|10,10,50.109,50.117,50.106,,8,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|11,11,50.251,,,,7.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,29|12,12,50.361,50.354,50.359,,8,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|1,1,50.505,50.506,50.507,,8,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|2,2,,,,,7.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|3,3,,50.749,50.758,,7,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|4,4,,50.896,,,6.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|5,5,,,51.033,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|6,6,51.157,51.14,,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|7,7,,51.294,,,5.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|8,8,51.434,,51.417,,5.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|9,9,,51.532,,,4.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|10,10,51.676,51.671,51.666,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|11,11,,,,,4.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,30|12,12,51.944,51.908,51.927,,4,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|1,1,52.049,52.06,52.072,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|2,2,52.211,,,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|3,3,52.326,52.307,52.324,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|4,4,52.446,52.446,,,4.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|5,5,52.605,,52.6,,5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|6,6,,52.701,,,5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|7,7,52.836,52.841,,,5.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|8,8,52.995,,52.986,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|9,9,,53.096,,,6,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|10,10,53.224,53.233,53.225,,6,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|11,11,,,,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,31|12,12,53.475,53.473,53.478,,6,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|1,1,53.62,53.632,53.632,,6.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|2,2,,,,,6,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|3,3,,53.879,53.885,,6,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|4,4,,54.023,,,5.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|5,5,54.195,,54.162,,4.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|6,6,,54.266,,,4.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|7,7,54.418,54.417,,,4.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|8,8,54.559,,54.556,,4,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|9,9,54.66,54.669,,,4.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|10,10,54.8,54.813,54.809,,5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|11,11,54.941,,,,5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,32|12,12,,55.046,55.057,,4.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|1,1,55.202,55.201,55.209,,5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|2,2,,,,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|3,3,,55.457,55.469,,4.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|4,4,,55.601,,,4,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|5,5,55.741,,55.755,,3.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|6,6,,55.851,,,4,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|7,7,55.991,56.001,,,4.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|8,8,56.135,,56.136,,4.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|9,9,56.24,56.25,,,5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|10,10,56.372,56.393,56.392,,5.5,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|11,11,56.526,,,,5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,33|12,12,,56.626,56.631,,5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|1,1,56.781,56.776,56.778,,4.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|2,2,,,,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|3,3,,57.033,57.03,,4,5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|4,4,,57.175,,,4,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|5,5,57.307,,57.31,,4,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|6,6,,57.42,,,4,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|7,7,57.561,57.578,,,4.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|8,8,57.706,,57.704,,5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|9,9,57.811,57.811,,,5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|10,10,57.938,57.956,57.951,,5.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|11,11,58.093,,,,5.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,34|12,12,,58.181,58.203,,4.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|1,1,58.345,58.342,58.347,,4.5,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|2,2,58.493,,,,5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|3,3,58.604,58.597,58.604,,5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|4,4,58.748,58.735,,,5.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|5,5,58.88,,58.893,,5.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|6,6,58.997,58.971,,,6,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|7,7,59.123,59.134,,,6.5,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|8,8,59.264,,59.278,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|9,9,59.379,59.379,,,7,5.5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|10,10,59.514,59.521,59.516,,7.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|11,11,59.662,,,,7,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,35|12,12,,59.758,59.764,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|1,1,59.913,59.909,59.915,,7,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|2,2,60.065,,,,6.5,5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|3,3,60.163,60.159,60.166,,7,5.5,4.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|4,4,60.298,60.297,,,7.5,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|5,5,60.454,,60.447,,7,5,3.5,,Drissa Kone,Sedu Balo,Madu Jakite,
Maraka_1,Maraka,3,36|6,6,,60.542,,,7,5.5,4,,Drissa Kone,Sedu Balo,Madu Jakite,
