"Piece","Label.SD","SD","Clave_.","Section","Clave","Bass","Guitar","Tres","Bongo","Bell","Cajon","Conga","Trumpet","Cl_Dens","Bs_Dens","Gt_Dens","Tr_Dens","Bn_Dens","Bl_Dens","Cj_Dens","Cn_Dens","Tm_Dens","CycleTime","Cycle","Isochronous.SD.Time"
"Song_2","50:8",8,"N","Montuno",NA,NA,178.557405,178.54396,NA,178.571406,NA,NA,NA,NA,NA,4.5,3.5,NA,4,NA,NA,NA,NA,50,178.54975
"Song_2","50:9",9,"N","Montuno",NA,NA,178.788809,178.775227,NA,178.797114,NA,NA,NA,NA,NA,4.5,3.5,NA,4,NA,NA,NA,NA,50,178.774
"Song_2","50:10",10,"N","Montuno",NA,NA,178.973055,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,50,178.99825
"Song_2","50:11",11,"4","Montuno",179.244014,NA,179.230114,NA,NA,179.236645,NA,NA,NA,1.5,NA,4.5,NA,NA,3.5,NA,NA,NA,NA,50,179.2225
"Song_2","50:12",12,"N","Montuno",NA,NA,179.472206,179.445593,NA,NA,NA,NA,NA,NA,NA,4.5,3,NA,NA,NA,NA,NA,NA,50,179.44675
"Song_2","50:13",13,"5","Montuno",179.697022,179.677207,179.677834,179.684008,NA,179.676962,NA,NA,NA,1.5,2.5,4.5,3,NA,3,NA,NA,NA,NA,50,179.671
"Song_2","50:14",14,"N","Montuno",NA,NA,179.908066,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,50,179.89525
"Song_2","50:15",15,"N","Montuno",NA,180.097147,180.108038,180.110699,NA,180.106867,NA,NA,NA,NA,2.5,4.5,3,NA,3,NA,NA,NA,NA,50,180.1195
"Song_2","50:16",16,"N","Montuno",NA,NA,180.334632,180.337183,NA,180.341325,NA,NA,NA,NA,NA,4.5,3,NA,3,NA,NA,NA,NA,50,180.34375
"Song_2","51:1",1,"1","Montuno",180.569909,NA,180.579024,180.581132,NA,180.570374,NA,NA,NA,1.5,NA,4.5,3,NA,3.5,NA,NA,NA,180.568,51,180.568
"Song_2","51:2",2,"N","Montuno",NA,180.82486,180.779094,NA,NA,NA,NA,NA,NA,NA,1.5,5,NA,NA,NA,NA,NA,NA,NA,51,180.7935
"Song_2","51:3",3,"N","Montuno",NA,181.007511,180.986581,181.006599,NA,NA,NA,NA,NA,NA,2,4.5,3,NA,NA,NA,NA,NA,NA,51,181.019
"Song_2","51:4",4,"2","Montuno",181.256281,181.22829,181.222436,181.231515,NA,181.227005,NA,NA,NA,1.5,2.5,5,3.5,NA,3,NA,NA,NA,NA,51,181.2445
"Song_2","51:5",5,"N","Montuno",NA,NA,181.452681,181.469812,NA,181.454973,NA,NA,NA,NA,NA,5,3.5,NA,3,NA,NA,NA,NA,51,181.47
"Song_2","51:6",6,"N","Montuno",NA,NA,181.692592,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,51,181.6955
"Song_2","51:7",7,"3","Montuno",181.925394,181.882812,181.892054,181.896509,NA,181.897403,NA,NA,NA,1.5,2.5,5,3.5,NA,3,NA,NA,NA,NA,51,181.921
"Song_2","51:8",8,"N","Montuno",NA,NA,182.137048,182.136549,NA,182.129287,NA,NA,NA,NA,NA,4.5,3.5,NA,3,NA,NA,NA,NA,51,182.1465
"Song_2","51:9",9,"N","Montuno",NA,NA,182.342214,182.373098,NA,182.354152,NA,NA,NA,NA,NA,4.5,3.5,NA,3,NA,NA,NA,NA,51,182.372
"Song_2","51:10",10,"N","Montuno",NA,NA,182.566367,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,51,182.5975
"Song_2","51:11",11,"4","Montuno",182.824513,NA,182.803564,182.822744,NA,182.813592,NA,NA,NA,1.5,NA,4.5,3.5,NA,3,NA,NA,NA,NA,51,182.823
"Song_2","51:12",12,"N","Montuno",NA,NA,183.047659,183.041941,NA,NA,NA,NA,NA,NA,NA,4.5,3.5,NA,NA,NA,NA,NA,NA,51,183.0485
"Song_2","51:13",13,"5","Montuno",183.275707,183.233857,183.25967,183.282084,NA,183.256126,NA,NA,NA,1.5,2,4.5,3.5,NA,3,NA,NA,NA,NA,51,183.274
"Song_2","51:14",14,"N","Montuno",NA,NA,183.468311,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,51,183.4995
"Song_2","51:15",15,"N","Montuno",NA,183.658793,183.693806,183.703237,NA,183.704752,NA,NA,NA,NA,2.5,4.5,3.5,NA,3,NA,NA,NA,NA,51,183.725
"Song_2","51:16",16,"N","Montuno",NA,NA,183.95399,NA,NA,183.939437,NA,NA,NA,NA,NA,4.5,NA,NA,3,NA,NA,NA,NA,51,183.9505
"Song_2","52:1",1,"1","Montuno",184.174281,NA,184.153277,184.161927,NA,184.157431,NA,NA,NA,1.5,NA,4.5,3,NA,3,NA,NA,NA,184.176,52,184.176
"Song_2","52:2",2,"N","Montuno",NA,NA,184.377557,NA,NA,184.385515,NA,NA,NA,NA,NA,4.5,NA,NA,3,NA,NA,NA,NA,52,184.3996875
"Song_2","52:3",3,"N","Montuno",NA,NA,184.577072,184.609746,NA,184.608514,NA,NA,NA,NA,NA,4.5,3,NA,3.5,NA,NA,NA,NA,52,184.623375
"Song_2","52:4",4,"2","Montuno",184.82896,NA,184.825434,184.819683,NA,184.845584,NA,NA,NA,1.5,NA,4.5,3.5,NA,3.5,NA,NA,NA,NA,52,184.8470625
"Song_2","52:5",5,"N","Montuno",NA,185.034556,185.047638,185.053681,NA,185.068401,NA,NA,NA,NA,1.5,5,3,NA,4,NA,NA,NA,NA,52,185.07075
"Song_2","52:6",6,"N","Montuno",NA,NA,185.267599,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,52,185.2944375
"Song_2","52:7",7,"3","Montuno",185.515623,185.487502,185.484604,185.472887,NA,185.518754,NA,NA,NA,1.5,1.5,4.5,3,NA,4,NA,NA,NA,NA,52,185.518125
"Song_2","52:8",8,"N","Montuno",NA,NA,185.715296,185.70955,NA,185.765881,NA,NA,NA,NA,NA,4.5,3,NA,4,NA,NA,NA,NA,52,185.7418125
"Song_2","52:9",9,"N","Montuno",NA,NA,185.947527,185.937833,NA,185.973981,NA,NA,NA,NA,NA,5,3.5,NA,4,NA,NA,NA,NA,52,185.9655
"Song_2","52:10",10,"N","Montuno",NA,NA,186.148189,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,52,186.1891875
"Song_2","52:11",11,"4","Montuno",186.412444,NA,186.387056,NA,NA,186.403088,NA,NA,NA,1.5,NA,4.5,NA,NA,3.5,NA,NA,NA,NA,52,186.412875
"Song_2","52:12",12,"N","Montuno",NA,NA,186.585736,186.604193,NA,NA,NA,NA,NA,NA,NA,4.5,3.5,NA,NA,NA,NA,NA,NA,52,186.6365625
"Song_2","52:13",13,"5","Montuno",186.862797,186.834124,186.835719,186.84605,NA,186.842658,NA,NA,NA,1.5,2.5,4.5,3,NA,3.5,NA,NA,NA,NA,52,186.86025
"Song_2","52:14",14,"N","Montuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,187.0839375
"Song_2","52:15",15,"N","Montuno",NA,187.25109,187.273747,187.266817,NA,187.27384,NA,NA,NA,NA,2.5,4,3,NA,3,NA,NA,NA,NA,52,187.307625
"Song_2","52:16",16,"N","Montuno",NA,NA,187.506409,187.514582,NA,187.50126,NA,NA,NA,NA,NA,4,3,NA,3.5,NA,NA,NA,NA,52,187.5313125
"Song_2","53:1",1,"1","Montuno",187.755861,NA,187.731855,187.746055,NA,187.728105,NA,NA,NA,1.5,NA,4,3,NA,3.5,NA,NA,NA,187.755,53,187.755
"Song_2","53:2",2,"N","Montuno",NA,NA,187.933745,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,53,187.97596875
"Song_2","53:3",3,"N","Montuno",NA,NA,188.13604,188.174776,NA,188.185258,NA,NA,NA,NA,NA,4.5,3,NA,3,NA,NA,NA,NA,53,188.1969375
"Song_2","53:4",4,"2","Montuno",188.422804,188.406943,188.365407,188.393848,NA,188.407855,NA,NA,NA,1.5,1.5,4.5,3.5,NA,3,NA,NA,NA,NA,53,188.41790625
"Song_2","53:5",5,"N","Montuno",NA,188.612741,188.600711,188.625458,NA,188.62646,NA,NA,NA,NA,2,4,3.5,NA,3.5,NA,NA,NA,NA,53,188.638875
"Song_2","53:6",6,"N","Montuno",NA,NA,188.809288,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,53,188.85984375
"Song_2","53:7",7,"3","Montuno",189.069236,189.03156,189.028234,189.063167,NA,189.058537,NA,NA,NA,1.5,2,4.5,3.5,NA,3.5,NA,NA,NA,NA,53,189.0808125
"Song_2","53:8",8,"N","Montuno",NA,NA,189.27599,189.275913,NA,189.295178,NA,NA,NA,NA,NA,4.5,3.5,NA,3.5,NA,NA,NA,NA,53,189.30178125
"Song_2","53:9",9,"N","Montuno",NA,NA,189.499935,189.499113,NA,189.513537,NA,NA,NA,NA,NA,5,4,NA,3.5,NA,NA,NA,NA,53,189.52275
"Song_2","53:10",10,"N","Montuno",NA,NA,189.712668,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,53,189.74371875
"Song_2","53:11",11,"4","Montuno",189.963575,NA,189.942831,189.952912,NA,189.939517,NA,NA,NA,1.5,NA,4.5,3.5,NA,3.5,NA,NA,NA,NA,53,189.9646875
"Song_2","53:12",12,"N","Montuno",NA,NA,190.14196,190.17515,NA,NA,NA,NA,NA,NA,NA,4.5,3.5,NA,NA,NA,NA,NA,NA,53,190.18565625
"Song_2","53:13",13,"5","Montuno",190.416942,190.414227,190.401461,190.396129,NA,190.398008,NA,NA,NA,2,1.5,4.5,3.5,NA,3.5,NA,NA,NA,NA,53,190.406625
"Song_2","53:14",14,"N","Montuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,190.62759375
"Song_2","53:15",15,"N","Montuno",NA,190.82319,190.8217,190.838323,NA,190.819502,NA,NA,NA,NA,1.5,4,3.5,NA,3,NA,NA,NA,NA,53,190.8485625
"Song_2","53:16",16,"N","Montuno",NA,NA,191.06792,191.076574,NA,191.060782,NA,NA,NA,NA,NA,4,3.5,NA,3,NA,NA,NA,NA,53,191.06953125
"Song_2","54:1",1,"1","Montuno",191.292082,NA,191.290494,191.274998,NA,191.272555,NA,NA,NA,1.5,NA,4,4,NA,3.5,NA,NA,NA,191.2905,54,191.2905
"Song_2","54:2",2,"N","Montuno",NA,NA,191.48979,NA,NA,191.50719,NA,NA,NA,NA,NA,4.5,NA,NA,3.5,NA,NA,NA,NA,54,191.51165625
"Song_2","54:3",3,"N","Montuno",NA,NA,191.703342,191.72956,NA,191.722164,NA,NA,NA,NA,NA,4.5,3.5,NA,3.5,NA,NA,NA,NA,54,191.7328125
"Song_2","54:4",4,"2","Montuno",191.957133,NA,191.947675,191.946725,NA,191.951592,NA,NA,NA,2,NA,4,4,NA,3.5,NA,NA,NA,NA,54,191.95396875
"Song_2","54:5",5,"N","Montuno",NA,192.157532,192.156644,192.177769,NA,192.165525,NA,NA,NA,NA,1.5,4,3.5,NA,4,NA,NA,NA,NA,54,192.175125
"Song_2","54:6",6,"N","Montuno",NA,NA,192.398441,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,54,192.39628125
"Song_2","54:7",7,"3","Montuno",192.598284,192.595837,192.601537,192.606154,NA,192.600299,NA,NA,NA,1.5,2,4.5,3.5,NA,4,NA,NA,NA,NA,54,192.6174375
"Song_2","54:8",8,"N","Montuno",NA,NA,192.845438,NA,NA,192.842534,NA,NA,NA,NA,NA,4.5,NA,NA,4,NA,NA,NA,NA,54,192.83859375
"Song_2","54:9",9,"N","Montuno",NA,NA,193.05769,193.054543,NA,193.052285,NA,NA,NA,NA,NA,5,3.5,NA,4.5,NA,NA,NA,NA,54,193.05975
"Song_2","54:10",10,"N","Montuno",NA,NA,193.25309,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,54,193.28090625
"Song_2","54:11",11,"4","Montuno",193.507783,NA,193.488001,NA,NA,193.487272,NA,NA,NA,1.5,NA,5,NA,NA,4,NA,NA,NA,NA,54,193.5020625
"Song_2","54:12",12,"N","Montuno",NA,NA,193.738024,193.714916,NA,NA,NA,NA,NA,NA,NA,4.5,3,NA,NA,NA,NA,NA,NA,54,193.72321875
"Song_2","54:13",13,"5","Montuno",193.953307,193.97504,193.9558,193.954287,NA,193.934555,NA,NA,NA,2,3,4.5,2.5,NA,3.5,NA,NA,NA,NA,54,193.944375
"Song_2","54:14",14,"N","Montuno",NA,NA,194.153236,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,54,194.16553125
"Song_2","54:15",15,"N","Montuno",NA,194.348414,194.364061,194.378266,NA,194.372159,NA,NA,NA,NA,3,5,2.5,NA,3,NA,NA,NA,NA,54,194.3866875
"Song_2","54:16",16,"N","Montuno",NA,NA,194.59436,194.608231,NA,194.599742,NA,NA,NA,NA,NA,5,2.5,NA,3.5,NA,NA,NA,NA,54,194.60784375
"Song_2","55:1",1,"1","Montuno",194.83064,NA,194.826886,194.834458,NA,194.81773,NA,NA,NA,1.5,NA,5,3,NA,3.5,NA,NA,NA,194.829,55,194.829
"Song_2","55:2",2,"N","Montuno",NA,NA,195.031943,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,55,195.0495
"Song_2","55:3",3,"N","Montuno",NA,NA,195.234339,195.249083,NA,195.252368,NA,NA,NA,NA,NA,5,3,NA,3,NA,NA,NA,NA,55,195.27
"Song_2","55:4",4,"2","Montuno",195.48652,NA,195.472696,195.474732,NA,195.47758,NA,NA,NA,2,NA,5,3.5,NA,3.5,NA,NA,NA,NA,55,195.4905
"Song_2","55:5",5,"N","Montuno",NA,195.718207,195.697496,195.702353,NA,195.707922,NA,NA,NA,NA,1.5,5,4,NA,3.5,NA,NA,NA,NA,55,195.711
"Song_2","55:6",6,"N","Montuno",NA,NA,195.892815,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,55,195.9315
"Song_2","55:7",7,"3","Montuno",196.134912,196.131458,196.110343,196.142102,NA,196.122066,NA,NA,NA,1.5,1.5,5,3.5,NA,3.5,NA,NA,NA,NA,55,196.152
"Song_2","55:8",8,"N","Montuno",NA,NA,196.355108,196.381043,NA,196.359661,NA,NA,NA,NA,NA,5,3.5,NA,4,NA,NA,NA,NA,55,196.3725
"Song_2","55:9",9,"N","Montuno",NA,NA,196.583421,196.588269,NA,196.571998,NA,NA,NA,NA,NA,5,4,NA,4,NA,NA,NA,NA,55,196.593
"Song_2","55:10",10,"N","Montuno",NA,NA,196.766852,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,55,196.8135
"Song_2","55:11",11,"4","Montuno",197.025028,NA,197.003625,197.018235,NA,197.007127,NA,NA,NA,1.5,NA,5,3.5,NA,3.5,NA,NA,NA,NA,55,197.034
"Song_2","55:12",12,"N","Montuno",NA,NA,197.212388,197.243103,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,55,197.2545
"Song_2","55:13",13,"5","Montuno",197.476728,197.467461,197.463374,197.46761,NA,197.458041,NA,NA,NA,2,2,5,4,NA,3.5,NA,NA,NA,NA,55,197.475
"Song_2","55:14",14,"N","Montuno",NA,NA,197.685392,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,55,197.6955
"Song_2","55:15",15,"N","Montuno",NA,197.90253,197.897965,197.881376,NA,197.878433,NA,NA,NA,NA,2,4.5,3.5,NA,3,NA,NA,NA,NA,55,197.916
"Song_2","55:16",16,"N","Montuno",NA,NA,198.144532,198.119227,NA,198.123537,NA,NA,NA,NA,NA,4.5,4,NA,3,NA,NA,NA,NA,55,198.1365
"Song_2","56:1",1,"1","Montuno",198.356866,NA,198.343874,198.357116,NA,198.351078,NA,NA,NA,1.5,NA,5,4,NA,3.5,NA,NA,NA,198.357,56,198.357
"Song_2","56:2",2,"N","Montuno",NA,NA,198.550919,NA,NA,198.576851,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,56,198.5798125
"Song_2","56:3",3,"N","Montuno",NA,NA,198.759391,198.802336,NA,198.797602,NA,NA,NA,NA,NA,5,3.5,NA,3.5,NA,NA,NA,NA,56,198.802625
"Song_2","56:4",4,"2","Montuno",199.026012,NA,199.003345,198.995892,NA,199.027996,NA,NA,NA,1.5,NA,5,4,NA,3.5,NA,NA,NA,NA,56,199.0254375
"Song_2","56:5",5,"N","Montuno",NA,199.249269,199.243199,199.258616,NA,199.247715,NA,NA,NA,NA,1.5,4.5,3.5,NA,4,NA,NA,NA,NA,56,199.24825
"Song_2","56:6",6,"N","Montuno",NA,NA,199.45792,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,56,199.4710625
"Song_2","56:7",7,"3","Montuno",199.672522,199.676848,199.673863,199.667909,NA,199.70397,NA,NA,NA,1.5,1.5,5,3.5,NA,4,NA,NA,NA,NA,56,199.693875
"Song_2","56:8",8,"N","Montuno",NA,NA,199.920385,199.891447,NA,199.926425,NA,NA,NA,NA,NA,4.5,3.5,NA,4,NA,NA,NA,NA,56,199.9166875
"Song_2","56:9",9,"N","Montuno",NA,NA,200.114604,200.108656,NA,200.126037,NA,NA,NA,NA,NA,5,4,NA,4,NA,NA,NA,NA,56,200.1395
"Song_2","56:10",10,"N","Montuno",NA,NA,200.325379,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,56,200.3623125
"Song_2","56:11",11,"4","Montuno",200.588126,NA,200.565711,NA,NA,200.575594,NA,NA,NA,1.5,NA,4.5,NA,NA,4,NA,NA,NA,NA,56,200.585125
"Song_2","56:12",12,"N","Montuno",NA,NA,200.807134,200.780587,NA,NA,NA,NA,NA,NA,NA,4.5,3.5,NA,NA,NA,NA,NA,NA,56,200.8079375
"Song_2","56:13",13,"5","Montuno",201.017394,201.033121,201.013405,201.041561,NA,201.013298,NA,NA,NA,2,2.5,4.5,3,NA,3.5,NA,NA,NA,NA,56,201.03075
"Song_2","56:14",14,"N","Montuno",NA,NA,201.230835,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,56,201.2535625
"Song_2","56:15",15,"N","Montuno",NA,201.431324,201.441471,201.457211,NA,201.446042,NA,NA,NA,NA,2.5,5,3,NA,3,NA,NA,NA,NA,56,201.476375
"Song_2","56:16",16,"N","Montuno",NA,NA,201.657204,201.687377,NA,201.673012,NA,NA,NA,NA,NA,5,3,NA,3.5,NA,NA,NA,NA,56,201.6991875
"Song_2","57:1",1,"1","Montuno",201.922574,NA,201.87748,201.909466,NA,201.884147,NA,NA,NA,1.5,NA,5,3,NA,3.5,NA,NA,NA,201.922,57,201.922
"Song_2","57:2",2,"N","Montuno",NA,202.093917,202.075241,NA,NA,NA,NA,NA,NA,NA,1.5,5,NA,NA,NA,NA,NA,NA,NA,57,202.142625
"Song_2","57:3",3,"N","Montuno",NA,202.290477,202.305161,202.334832,NA,NA,NA,NA,NA,NA,2,5,3,NA,NA,NA,NA,NA,NA,57,202.36325
"Song_2","57:4",4,"2","Montuno",202.568454,202.540104,202.515613,202.562277,NA,202.544167,NA,NA,NA,2,2.5,5,3.5,NA,3,NA,NA,NA,NA,57,202.583875
"Song_2","57:5",5,"N","Montuno",NA,NA,202.755305,202.799214,NA,202.775968,NA,NA,NA,NA,NA,5,3.5,NA,3,NA,NA,NA,NA,57,202.8045
"Song_2","57:6",6,"N","Montuno",NA,NA,202.955365,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,57,203.025125
"Song_2","57:7",7,"3","Montuno",203.215677,203.19791,203.186468,203.213146,NA,203.210482,NA,NA,NA,1.5,2.5,5,3.5,NA,3,NA,NA,NA,NA,57,203.24575
"Song_2","57:8",8,"N","Montuno",NA,NA,203.426092,203.431328,NA,203.44052,NA,NA,NA,NA,NA,5,4,NA,3.5,NA,NA,NA,NA,57,203.466375
"Song_2","57:9",9,"N","Montuno",NA,NA,203.648519,203.67027,NA,203.666074,NA,NA,NA,NA,NA,5,4,NA,3.5,NA,NA,NA,NA,57,203.687
"Song_2","57:10",10,"N","Montuno",NA,NA,203.86144,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,57,203.907625
"Song_2","57:11",11,"4","Montuno",204.122546,NA,204.081919,NA,NA,204.091361,NA,NA,NA,1.5,NA,4.5,NA,NA,3,NA,NA,NA,NA,57,204.12825
"Song_2","57:12",12,"N","Montuno",NA,NA,204.321921,204.291101,NA,NA,NA,NA,NA,NA,NA,4.5,3.5,NA,NA,NA,NA,NA,NA,57,204.348875
"Song_2","57:13",13,"5","Montuno",204.5794,204.576542,204.548903,204.561957,NA,204.555991,NA,NA,NA,1.5,2,4.5,3.5,NA,3,NA,NA,NA,NA,57,204.5695
"Song_2","57:14",14,"N","Montuno",NA,NA,204.741075,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,57,204.790125
"Song_2","57:15",15,"N","Montuno",NA,205.003052,204.971125,204.984032,NA,204.977903,NA,NA,NA,NA,2.5,4.5,3,NA,3,NA,NA,NA,NA,57,205.01075
"Song_2","57:16",16,"N","Montuno",NA,NA,205.224298,205.212828,NA,205.209866,NA,NA,NA,NA,NA,4.5,3.5,NA,3.5,NA,NA,NA,NA,57,205.231375
"Song_2","58:1",1,"1","Montuno",205.452536,NA,205.440064,205.442317,NA,205.435843,NA,NA,NA,1.5,NA,4.5,3,NA,3.5,NA,NA,NA,205.452,58,205.452
"Song_2","58:2",2,"N","Montuno",NA,NA,205.653916,NA,NA,205.647782,NA,NA,NA,NA,NA,4.5,NA,NA,3.5,NA,NA,NA,NA,58,205.6730625
"Song_2","58:3",3,"N","Montuno",NA,NA,205.858393,205.882841,NA,205.860185,NA,NA,NA,NA,NA,5,3,NA,3.5,NA,NA,NA,NA,58,205.894125
"Song_2","58:4",4,"2","Montuno",206.112398,NA,206.111391,206.118741,NA,206.093637,NA,NA,NA,2,NA,4.5,3.5,NA,3.5,NA,NA,NA,NA,58,206.1151875
"Song_2","58:5",5,"N","Montuno",NA,206.327143,206.333907,206.348739,NA,206.31831,NA,NA,NA,NA,1.5,4.5,3.5,NA,4,NA,NA,NA,NA,58,206.33625
"Song_2","58:6",6,"N","Montuno",NA,NA,206.535022,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,58,206.5573125
"Song_2","58:7",7,"3","Montuno",206.769915,206.756565,206.740844,206.739928,NA,206.768241,NA,NA,NA,1.5,2,5,3.5,NA,4,NA,NA,NA,NA,58,206.778375
"Song_2","58:8",8,"N","Montuno",NA,NA,206.974656,206.970567,NA,207.003254,NA,NA,NA,NA,NA,4.5,4,NA,4,NA,NA,NA,NA,58,206.9994375
"Song_2","58:9",9,"N","Montuno",NA,NA,207.20071,207.198543,NA,207.218124,NA,NA,NA,NA,NA,5,4,NA,4,NA,NA,NA,NA,58,207.2205
"Song_2","58:10",10,"N","Montuno",NA,NA,207.410611,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,58,207.4415625
"Song_2","58:11",11,"4","Montuno",207.666972,NA,207.631586,NA,NA,207.655663,NA,NA,NA,2,NA,5,NA,NA,3.5,NA,NA,NA,NA,58,207.662625
"Song_2","58:12",12,"N","Montuno",NA,NA,207.843597,207.825264,NA,NA,NA,NA,NA,NA,NA,5,3.5,NA,NA,NA,NA,NA,NA,58,207.8836875
"Song_2","58:13",13,"5","Montuno",208.123158,208.114518,208.079659,208.105591,NA,208.094725,NA,NA,NA,2,3,5,3.5,NA,3,NA,NA,NA,NA,58,208.10475
"Song_2","58:14",14,"N","Montuno",NA,NA,208.318321,NA,NA,208.327294,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,58,208.3258125
"Song_2","58:15",15,"N","Montuno",NA,208.5111,208.501273,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,58,208.546875
"Song_2","58:16",16,"N","Montuno",NA,208.746979,208.72371,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,58,208.7679375
"Song_2","59:1",1,"1","Montuno",208.984119,NA,208.953316,208.982264,NA,208.981511,NA,NA,NA,2,NA,5,3,NA,3,NA,NA,NA,208.989,59,208.989
"Song_2","59:2",2,"N","Montuno",NA,NA,209.172062,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,59,209.20715625
"Song_2","59:3",3,"N","Montuno",NA,NA,209.393345,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,59,209.4253125
"Song_2","59:4",4,"2","Montuno",209.642948,209.631472,209.614605,209.632443,NA,209.631275,NA,NA,NA,2,2,5,3.5,NA,2.5,NA,NA,NA,NA,59,209.64346875
"Song_2","59:5",5,"N","Montuno",NA,NA,209.839184,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,59,209.861625
"Song_2","59:6",6,"N","Montuno",NA,NA,210.044275,210.042582,NA,NA,NA,NA,NA,NA,NA,5,3.5,NA,NA,NA,NA,NA,NA,59,210.07978125
"Song_2","59:7",7,"3","Montuno",210.288913,210.268609,210.26253,210.269802,NA,210.249072,NA,NA,NA,1.5,2,5,3.5,NA,2,NA,NA,NA,NA,59,210.2979375
"Song_2","59:8",8,"N","Montuno",NA,NA,NA,210.524112,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,59,210.51609375
"Song_2","59:9",9,"N","Montuno",NA,NA,NA,210.775763,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,59,210.73425
"Song_2","59:10",10,"N","Montuno",NA,NA,NA,211.031727,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,59,210.95240625
"Song_2","59:11",11,"4","Montuno",211.167853,NA,211.186518,NA,NA,NA,NA,NA,NA,1.5,NA,3.5,NA,NA,NA,NA,NA,NA,NA,59,211.1705625
"Song_2","59:12",12,"N","Montuno",NA,NA,211.421562,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,59,211.38871875
"Song_2","59:13",13,"5","Montuno",211.610608,211.599097,211.601957,211.574736,NA,NA,NA,NA,NA,2,1.5,4,4,NA,NA,NA,NA,NA,NA,59,211.606875
"Song_2","59:14",14,"N","Montuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,211.82503125
"Song_2","59:15",15,"N","Montuno",NA,211.999803,212.031668,NA,NA,NA,NA,NA,NA,NA,1.5,3.5,NA,NA,NA,NA,NA,NA,NA,59,212.0431875
"Song_2","59:16",16,"N","Montuno",NA,NA,212.206773,212.216733,NA,NA,NA,NA,NA,NA,NA,3.5,4,NA,NA,NA,NA,NA,NA,59,212.26134375
